0,1,2,3,4,5,6,7,8,9
4.57734,2.8028522,0.0,1.9074619,0.0,0.96476394,3.9558089,1.1489257,2.8050354,1.3291934
5.576377,1.8421267,0.20905267,0.0,0.0,1.416308,1.9028391,2.3546221,0.0,1.3845459
3.9995306,3.8245556,0.39488745,2.4311333,0.0,0.09136068,3.3152266,1.0335817,0.09780772,1.8497763
1.8304791,0.30005404,8.042608,1.4147311,0.0,0.0,0.68642604,0.41480276,1.787472,2.739587
0.08762183,0.0,2.833499,0.035316784,0.0,2.097236,1.3072088,0.0,5.728701,2.2984102
1.9224616,1.9508748,1.451574,1.6755661,0.0,6.034477,7.0525327,0.0,2.8899019,7.2757316
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
2.380402,1.0506529,2.989239,4.052533,0.0,0.0,5.1458697,0.0,5.3253455,6.609745
0.0,2.2171724,1.9482545,10.3070345,0.0,4.3259587,2.4729512,0.0,5.3141785,6.452368
0.08762183,0.0,2.833499,0.035316784,0.0,2.097236,1.3072088,0.0,5.728701,2.2984102
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
3.3938925,3.5183814,0.6469692,2.506485,0.0,0.0,3.3909712,2.794127,0.02571559,0.5100085
0.08762183,0.0,2.833499,0.035316784,0.0,2.097236,1.3072088,0.0,5.728701,2.2984102
0.62545377,6.786057,0.35156804,0.40698227,0.0,2.1097393,1.4711853,0.0,2.0125175,4.972227
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
8.62608,2.6222734,12.167153,6.254996,0.0,4.9255056,5.5400376,0.0,12.311857,9.801584
3.4487793,0.89522946,12.239354,6.371461,0.0,0.0,7.2788305,0.0,4.8989697,4.8859243
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
4.591359,2.0822833,0.0,0.0,0.0,3.443836,0.0,3.7933736,0.023896582,0.0
2.6924493,3.3321767,0.8626479,1.9275085,0.0,2.0071943,4.6533666,0.0,1.1464868,6.7741647
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.52644056,1.8460215,0.70011413,1.5303837,0.0,0.9260063,0.4822733,0.0,1.1070049,2.9151833
6.0370283,4.2201476,0.58995897,2.7825863,0.0,1.2489913,2.092169,3.4008923,0.0,2.9091067
0.0,0.6970575,7.9900775,6.2389336,0.0,2.9238048,0.83732975,0.0,1.0286565,10.059439
0.33357123,3.1129622,2.956805,3.673697,0.0,4.044592,8.222841,0.0,2.1562653,5.6124506
2.6924493,3.3321767,0.8626479,1.9275085,0.0,2.0071943,4.6533666,0.0,1.1464868,6.7741647
0.63775456,2.9608498,1.2200216,1.7012285,0.0,3.4383128,6.721387,0.0,1.9765515,3.1498282
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.6880032,3.9720168,0.63259053,4.9840603,0.0,1.4305873,2.4598422,0.0,0.0,1.0891871
0.0,0.0,0.0,2.2378926,0.0,3.63206,0.7312081,0.0,1.2042863,4.5032024
6.0370283,4.2201476,0.58995897,2.7825863,0.0,1.2489913,2.092169,3.4008923,0.0,2.9091067
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
1.807682,2.669549,3.9645765,2.0382621,0.0,2.179222,0.0,0.0,3.5292397,3.4707005
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.0,1.2947162,1.378556,0.6976472,0.0,0.5499205,1.2570122,0.0,0.74299145,2.5194058
0.7685085,2.6344461,1.1967041,2.4895458,0.0,1.3996806,2.3017285,0.0,0.5158106,4.432268
0.0,0.0,0.0,1.6104555,0.0,3.351067,1.9171573,0.0,1.991715,4.7395053
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
1.2607763,4.583294,0.54112947,3.3479342,0.0,6.8530445,1.2922558,0.0,0.9095719,3.3032744
0.843011,3.7843456,4.3451343,2.3377576,0.0,5.923056,5.976939,0.0,2.5962098,0.0
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.70740396,1.9396673,0.62143457,1.4252189,0.0,1.0051013,0.6820934,0.0,1.0325532,3.090113
0.8622012,3.7569928,4.4421163,2.5337756,0.0,6.1253147,6.023343,0.0,2.7839322,0.0
