IDs,tsne dim 1,tsne dim 2,Clusters
DE-03-0306-H1,2.229428,-18.908133,0
NY-01-0738-H1,-15.565809,5.5707316,8
US-01-1319-H1,-16.787737,-12.999368,-1
DE-02-4801-H1,-1.53224,17.406979,5
DE-02-1786-H1,-8.665154,-0.33275425,10
NL-01-1278-H1,2.1511397,0.9869384,7
NY-01-1355-H1,-1.6551495,16.88419,5
SE-01-0216-H1,-11.433293,-13.764101,-1
DE-02-2977-H2,-1.5322562,17.407412,5
UK-01-0360-H1,-1.5322539,17.406923,5
MK-01-0019-H1,-1.532219,17.407515,5
DK-01-0279-H1,-8.244117,1.04011,10
GR-01-1124-H1,-10.3225155,-9.119351,9
HU-01-0176-H1,-17.256948,2.3241642,14
DE-02-4809-H1,-3.3056574,-1.3272896,-1
DE-02-4332-H1,-1.6546986,16.885963,5
DE-02-0409-H1,-11.433293,-13.764101,-1
DE-03-1683-H1,-1.5322284,17.407486,5
DK-01-0455-H1,-1.6550496,16.884558,5
DE-03-0866-H1,-18.46114,2.8759954,14
DE-02-3555-H1,-1.6547077,16.885967,5
DE-02-3993-H1,-4.593703,-3.4233913,-1
NL-01-0821-H1,-1.6549988,16.884817,5
CZ-01-1182-H1,-13.628312,-1.952502,-1
NL-01-0570-H1,-1.6550779,16.884474,5
UK-01-0688-H1,-1.6546358,16.886269,5
IT-02-0011-H1,4.8362937,-21.386036,1
UK-02-0097-H1,-1.6549845,16.88487,5
CZ-01-1341-H1,-7.330154,2.0040755,-1
DE-03-3529-H1,-1.655101,16.884441,5
SR-01-0006-H1,-1.019861,16.784355,5
CZ-01-1144-H1,4.8399773,-21.421043,1
DE-03-0893-H1,-11.239812,9.812793,-1
DE-03-1839-H1,-18.460455,2.8767805,14
NL-01-0643-H1,-1.0205096,16.781012,5
GR-03-0022-H1,-20.604286,-8.064228,-1
NY-01-0947-H1,-3.6181784,-10.451327,-1
GR-01-0069-H1,-17.387945,-1.1838973,13
RU-01-0378-H1,-0.9312175,17.336222,5
DE-03-1417-H1,-1.0195094,16.785612,5
NY-01-0096-H1,-0.9311086,17.336296,5
DE-03-3879-H1,-15.6894045,-16.20159,16
DE-02-1726-H2,-0.9311627,17.336025,5
DE-03-0930-H1,-14.849431,-16.526905,16
US-01-0661-H1,-13.834472,-11.156287,-1
DE-02-3389-H1,4.9974003,1.4194747,7
DE-02-4430-H1,-1.0182525,16.792372,5
GR-02-0836-H1,-11.402081,0.3683167,10
NY-01-0381-H1,-1.0198169,16.784472,5
FR-01-0574-H1,-11.558501,0.17074421,10
CZ-01-1386-H1,-1.5453464,-5.3222,-1
DE-03-2189-H1,-19.24639,-10.903611,12
CZ-01-0709-H1,4.459722,-2.2998521,7
DE-02-0517-H1,1.977011,-16.044071,0
DE-01-0050-H1,-9.621353,-16.771044,-1
DE-02-4428-H1,-1.0201898,16.782755,5
DE-02-4030-H1,-17.943998,-6.4399033,-1
IT-07-0289-H1,-1.0204934,16.781088,5
GR-03-0136-H1,-1.0208056,16.779377,5
DE-03-0615-H1,-0.93113315,17.336166,5
UK-02-0255-H1,-18.460455,2.8767805,14
NY-01-1198-H1,-7.674926,-6.671697,10
FR-01-0695-H1,-1.0198632,16.783745,5
IT-01-0350-H1,-15.275234,-6.259731,-1
DK-01-1480-H1,-1.0200056,16.783255,5
SE-01-0135-H1,-9.269534,-9.727567,-1
DE-02-3195-H1,12.096899,-6.2995625,-1
PL-01-0194-H1,-1.0201707,16.78236,5
DE-03-3399-H1,-14.597408,-15.785448,16
DE-03-3285-H1,-11.433623,-13.764183,-1
UK-01-0372-H1,-0.9311086,17.336296,5
DE-02-3387-H2,-3.0266829,4.919942,-1
PL-01-0187-H1,-15.010154,4.5422783,8
US-01-0197-H1,-0.9311691,17.336039,5
DE-03-0477-H1,-11.939803,-4.4736605,-1
DE-02-2559-H2,-1.0200144,16.783228,5
DK-01-1212-H1,-18.676039,2.2857757,14
DK-01-1439-H1,-1.0200627,16.782957,5
FR-01-0025-H1,-14.503541,-10.067777,11
IT-05-0154-H1,0.514992,5.9500446,7
CZ-01-1104-H1,-1.0198857,16.78376,5
GR-01-1137-H1,-1.0183558,16.792221,5
UK-01-0764-H1,-0.9311874,17.336306,5
DE-02-0052-H1,1.7403554,-17.055613,0
UK-02-0058-H1,-10.544335,7.1892095,-1
AT-01-0143-H1,-1.020502,16.781061,5
DE-02-5116-H1,1.7403554,-17.055613,0
GR-03-0130-H1,-1.0198245,16.784409,5
NL-01-0117-H1,-1.0204318,16.781387,5
GR-02-0724-H1,-1.0205137,16.780964,5
DE-02-3474-H1,-1.0204474,16.781319,5
DE-02-0436-H1,1.7626776,-17.053879,0
US-01-0135-H1,-1.0205319,16.780905,5
DE-01-0053-H1,1.7403554,-17.055613,0
DE-03-3526-H1,-21.357801,-8.148011,-1
UK-02-0004-H1,-1.0183339,16.792473,5
SE-01-1317-H1,-1.0203496,16.781841,5
IT-01-0256-H1,-1.0202614,16.782242,5
FR-01-1306-H1,4.8399773,-21.421043,1
DE-03-1919-H1,-14.485464,-14.246398,-1
CZ-01-0817-H1,-1.01681,16.800554,5
US-01-1380-H1,-18.32901,-4.0480366,-1
NL-01-0126-H1,-1.0204546,16.781174,5
NY-01-0360-H1,-6.709997,-1.7503355,-1
NY-01-0478-H1,4.9974003,1.4194747,7
DE-02-2932-H1,-17.936743,-6.3657875,-1
NL-04-0055-H1,-1.0204716,16.781097,5
DK-01-1296-H1,4.5819035,-16.306604,-1
NL-01-0573-H1,-21.819147,-9.83443,12
RU-01-0178-H1,-1.0204093,16.781443,5
IT-01-0187-H1,4.8399773,-21.421043,1
FR-01-0449-H1,-1.0199271,16.783829,5
IT-02-0326-H1,0.8981603,3.6206787,7
NL-01-0791-H1,-0.93113315,17.336166,5
NY-01-0089-H1,-1.018384,16.791674,5
NL-01-0852-H1,-1.0200199,16.783222,5
DK-01-0474-H1,-1.0200627,16.782957,5
US-01-0013-H1,-18.676039,2.2857757,14
PL-01-0196-H1,-1.0200272,16.783142,5
GR-03-0236-H1,-1.0202998,16.781618,5
UK-03-0362-H1,-15.024225,-15.226333,16
DE-01-0354-H1,2.3558605,-18.894714,0
RU-01-0326-H1,-4.9686484,-7.8249893,-1
DK-01-0616-H1,-1.0197971,16.784328,5
ES-01-0717-H1,-1.020213,16.782034,5
DE-02-0303-H1,-11.937313,-4.4728274,-1
SE-01-0734-H1,-1.0202467,16.781885,5
NY-01-0847-H1,-8.370262,1.0173324,10
UK-01-0519-H1,-1.0198973,16.783562,5
DE-02-0486-H1,-1.0201702,16.782358,5
IT-01-0065-H1,-20.49851,-5.183569,-1
DE-02-2656-H1,-9.060284,-0.85183066,10
US-01-0816-H1,1.3476119,-20.688791,0
CZ-01-0839-H1,-16.012276,4.8692203,8
DE-03-2016-H1,-17.494467,-4.5016274,-1
DE-02-4115-H1,1.977011,-16.044071,0
NY-01-0879-H1,-0.9311082,17.33633,5
IT-05-0495-H1,-17.387945,-1.1838973,13
US-01-0123-H1,-0.9311192,17.336254,5
DE-02-3455-H1,-3.3053293,-1.3274211,-1
DK-01-0270-H1,-0.9311162,17.336243,5
RU-01-0349-H1,2.2543356,-5.978317,-1
NL-01-0846-H1,-0.93112147,17.336205,5
GR-03-0007-H1,-19.555304,-8.110265,-1
IT-06-0162-H1,-15.672798,-3.7878604,-1
DK-01-0120-H1,-0.9311304,17.336176,5
HU-01-0060-H1,-0.9311031,17.336338,5
CZ-01-1624-H1,-4.8622017,-2.8774111,-1
ES-01-0418-H1,2.2543356,-5.978317,-1
GR-02-0392-H1,4.5370255,3.077187,7
FR-01-0629-H1,-9.789108,-9.92475,9
DE-02-0362-H1,-12.827216,-1.9230542,-1
DE-02-1284-H1,-0.93113315,17.336166,5
DE-03-2741-H1,2.3558605,-18.894714,0
DE-03-3165-H1,-21.750414,-9.071846,12
NY-01-0515-H1,-0.93113315,17.336166,5
DE-03-2942-H1,5.070251,-23.383535,1
IT-02-0774-H1,4.8399773,-21.421043,1
UK-03-0327-H1,-14.125045,-15.542614,16
IT-05-0365-H1,-8.709897,1.3592995,10
DE-03-4829-H1,-1.0200986,16.782862,5
IT-08-0145-H1,-1.0200747,16.782942,5
UK-03-0313-H1,-12.090255,-6.5271125,-1
FR-01-0561-H1,-16.789331,-5.115372,-1
NL-01-0947-H1,-12.768825,1.456953,-1
DE-02-4512-H1,-8.23761,-2.9288483,10
UK-01-0224-H1,1.0156335,5.0421076,7
DE-03-4093-H1,-12.957068,-7.878643,-1
DE-02-1349-H1,-1.0200747,16.782942,5
NY-01-0513-H1,-1.0199611,16.78341,5
DK-01-0154-H1,-0.93116266,17.336428,5
NY-01-0788-H1,-15.779491,-10.610069,11
FR-01-0200-H1,-18.072107,1.7986149,14
GR-01-0530-H1,-0.931174,17.336462,5
GR-03-0370-H1,-0.931118,17.336718,5
GR-01-0920-H1,-8.706948,8.21768,-1
IT-05-0481-H1,-0.9311602,17.336044,5
GR-02-0696-H1,-0.93119437,17.336325,5
IT-01-0022-H1,-1.0204753,16.781118,5
DE-02-1622-H1,-1.0203211,16.781958,5
DE-03-1615-H1,-1.0202643,16.782228,5
DE-03-1030-H1,5.0702496,-23.383556,1
FR-01-0872-H1,-0.931163,17.335999,5
SE-01-0834-H1,4.8399773,-21.421043,1
DE-03-4142-H1,-18.743135,1.6782758,14
DE-03-1773-H1,-10.206134,-16.836102,-1
IT-08-0112-H1,-6.7120605,-1.7405368,-1
DE-02-2934-H1,-8.706948,8.21768,-1
DK-01-1577-H1,-8.162759,-5.514383,10
CZ-01-0165-H1,4.8399773,-21.421043,1
UK-01-0190-H1,-1.019467,16.78581,5
ES-01-0110-H1,-21.967148,-10.231837,12
RU-01-0579-H1,-15.30704,-7.6573963,-1
DE-02-3672-H1,-1.0200016,16.783255,5
DE-02-0513-H1,1.0389075,-5.878689,-1
DE-03-3893-H1,-10.682439,-7.9983115,9
NL-01-1077-H1,-13.367553,0.18218099,-1
RU-01-0575-H1,-13.092117,-8.405226,-1
RU-01-0041-H1,-1.0200627,16.782957,5
IT-08-0166-H1,-1.02021,16.782072,5
DE-02-3863-H1,1.977011,-16.044071,0
CZ-01-0501-H1,2.2543356,-5.978317,-1
DE-03-0095-H1,-13.628249,-1.9523854,-1
US-01-0846-H1,-18.163748,-1.6709268,13
DE-02-0375-H1,2.5908334,-6.2648177,-1
GR-01-0996-H1,4.8399773,-21.421043,1
IT-08-0167-H1,-1.0183654,16.791674,5
IT-05-0172-H1,-15.68247,-16.19323,16
SE-01-0398-H1,-12.354748,1.624482,-1
DE-03-3908-H1,-1.0199502,16.783482,5
DE-02-3438-H1,-14.2337675,-9.9650755,11
US-01-0009-H1,2.5066643,5.2514515,7
DE-02-0945-H1,-0.93112236,17.336258,5
CZ-01-1772-H1,-3.3053293,-1.3274211,-1
DE-03-3226-H1,-0.9311117,17.336302,5
SE-01-0124-H1,-2.9152548,0.77699846,-1
DE-03-1127-H1,2.1606774,3.0521524,7
DE-02-2175-H1,-12.334694,1.7079996,-1
IT-02-0303-H1,-1.0200024,16.783234,5
DE-03-2713-H1,-1.0198597,16.783943,5
DK-01-0164-H1,-1.0203168,16.781534,5
DE-02-3064-H1,-17.943998,-6.4399033,-1
DE-02-3047-H1,4.9974003,1.4194747,7
GR-01-1003-H1,-17.387945,-1.1838973,13
NY-01-0336-H1,1.306265,3.246354,7
GR-02-0703-H2,-1.020164,16.782454,5
DE-03-4710-H1,-1.0201246,16.782682,5
DE-02-0024-H1,1.3336457,2.8841703,7
DE-02-0799-H1,-1.020299,16.781652,5
US-01-1218-H1,-0.931139,17.336172,5
FR-01-0037-H1,-0.9311673,17.336023,5
IT-01-0411-H1,-3.3053293,-1.3274211,-1
CZ-01-0930-H1,-1.0183619,16.791853,5
UK-01-0370-H1,-13.581987,-5.909079,-1
NL-01-0958-H1,-1.0204797,16.780693,5
SE-01-0092-H1,-0.9311782,17.336006,5
AT-01-0229-H1,-0.9311672,17.336023,5
ES-01-0344-H1,-0.93117607,17.336018,5
DE-03-1935-H1,-17.379122,-14.173552,15
GR-03-0436-H1,-0.93117607,17.336012,5
NY-01-1213-H1,-17.354353,-1.104938,13
DE-03-3167-H1,5.070251,-23.383535,1
IT-08-0120-H1,-1.0205336,16.780546,5
DE-03-3684-H1,-17.309856,-13.730475,15
GR-03-0108-H1,4.9974003,1.4194747,7
DE-02-3458-H1,2.3833814,-15.973211,0
ES-01-0198-H1,-1.0199502,16.783482,5
DE-02-1836-H1,-1.0194414,16.786,5
FR-01-0512-H1,-0.9310987,17.336374,5
UK-03-0098-H1,-0.9311113,17.33628,5
DK-01-0047-H1,-8.646761,-2.6729527,10
DE-02-1750-H1,-1.0183346,16.792425,5
IT-05-0392-H1,4.8399773,-21.421043,1
DE-03-0613-H1,-0.9312098,17.336235,5
DE-02-3814-H1,2.0127535,-0.8142197,7
RU-01-0176-H1,-17.708542,-1.4486263,13
DE-03-3708-H1,2.1185336,2.4558094,7
DE-02-2985-H1,4.8826747,4.0800595,-1
GR-02-0716-H1,-0.93120944,17.336231,5
CH-01-0019-H1,-21.3217,-6.2566767,-1
DE-01-0078-H1,-6.5238633,-4.280571,-1
GR-01-0202-H1,-1.0204424,16.781343,5
IT-02-0170-H1,4.9974003,1.4194747,7
DE-02-1716-H1,-1.0199348,16.783833,5
DE-02-0524-H1,-15.524927,-10.455665,11
DE-03-2975-H1,-9.347228,-17.452093,-1
CZ-01-0441-H1,-1.0183247,16.792498,5
GR-02-0390-H1,-1.0205119,16.781025,5
DE-03-2002-H1,-15.000775,-15.444244,16
SE-01-0782-H1,1.7678425,-17.053856,0
DE-03-3274-H1,-6.4021177,-6.4185276,10
RU-01-0531-H1,-1.0201677,16.782406,5
NY-01-0580-H1,-1.0199784,16.783398,5
DE-03-0805-H1,-16.134031,-15.436441,-1
DE-03-3002-H1,-19.084347,-11.153056,12
NL-04-0148-H1,-1.0204574,16.781248,5
DE-02-2856-H1,-1.020362,16.781778,5
UK-03-0409-H1,-17.424244,-14.117875,15
SR-01-0142-H2,-1.0183767,16.792202,5
DE-02-4465-H1,1.9770807,-16.04407,0
SR-01-0191-H1,-2.5200543,-3.9652584,-1
US-01-1304-H1,-1.0183337,16.79236,5
DE-02-4425-H1,-14.807174,4.887531,8
US-01-0415-H1,-8.665197,-0.332456,10
NY-01-0773-H1,-1.0203978,16.781496,5
DK-01-0517-H1,-1.0202781,16.782175,5
DE-02-2247-H1,-9.063494,-0.8476306,10
DE-02-0293-H1,2.033938,2.3767738,7
DE-03-0289-H1,-0.3940337,17.304977,5
NL-01-0244-H1,1.0392413,-5.878715,-1
RU-01-0761-H1,-11.240497,9.813715,-1
NL-04-0146-H1,-11.589454,-5.1330123,-1
DE-03-3451-H1,4.1628304,-18.654356,-1
GR-02-0557-H1,-0.39845386,17.289242,5
IT-06-0238-H2,2.7695303,4.866306,7
IT-06-0016-H1,-0.39958188,17.285364,5
US-01-0995-H1,-0.39999655,17.283936,5
US-01-0973-H1,-0.39999655,17.283936,5
DE-02-1804-H1,-0.39928183,17.286404,5
GR-01-0157-H1,-0.39999655,17.283936,5
DK-01-0461-H1,-18.676205,2.2867224,14
RU-01-0609-H1,-11.38478,-6.8224072,9
UK-03-0062-H1,-0.39999655,17.283936,5
DE-02-1531-H1,-12.580994,1.7351184,-1
DE-03-0484-H1,-9.789367,-9.924372,9
DE-02-3767-H1,-16.121218,-10.845621,11
US-01-0725-H1,-6.3623414,-7.7104683,10
UK-01-0546-H1,-0.39944988,17.285849,5
FR-01-0693-H1,-0.9357775,-4.723442,-1
UK-03-0273-H1,4.9975553,1.4194335,7
DE-03-4520-H1,-0.39944988,17.285849,5
ES-01-0705-H1,-12.958271,-17.225529,-1
US-01-0281-H1,-10.769562,8.818595,-1
DE-02-4287-H1,-0.39944032,17.285862,5
DE-03-1555-H1,-20.313545,-8.007695,-1
SE-01-0556-H1,4.4691787,-2.3294873,7
DE-02-3988-H1,-11.052319,-9.419921,9
GR-01-0312-H1,-0.39660016,17.2956,5
CZ-01-0081-H1,-9.971806,-8.435444,9
DE-02-3403-H1,1.972733,-16.043592,0
NL-01-1201-H1,-0.39683166,17.294819,5
GR-01-0206-H1,-7.1891246,-3.5090084,10
GR-01-0398-H1,-0.39662343,17.295551,5
CZ-01-0755-H1,-0.40009767,17.28361,5
DE-03-0667-H1,5.059755,-23.398674,1
GR-01-0028-H1,-0.39927748,17.286474,5
GR-02-0259-H1,-0.39924863,17.28655,5
DE-02-4721-H1,1.972733,-16.043592,0
US-01-0102-H1,-0.3989072,17.287676,5
IT-01-0036-H1,-18.771357,-6.407011,-1
DE-03-0594-H1,-17.092165,-14.726498,15
GR-02-0217-H1,-15.52515,-10.456019,11
US-01-0555-H1,-0.39922333,17.28661,5
DE-02-2658-H1,-14.974115,-6.0384307,-1
DE-02-3631-H1,-1.4017829,-4.6596975,-1
UK-01-0769-H1,-15.007963,-5.5487347,-1
IT-07-0005-H1,-17.387299,-1.1832216,13
US-01-0155-H1,-0.39922333,17.28661,5
CZ-01-0145-H1,-0.39831248,17.28966,5
CZ-01-1274-H1,0.2899068,4.7282567,7
UK-01-0362-H1,4.458194,-2.2570033,7
UK-01-0219-H1,-0.37585256,1.6872628,7
NY-01-1157-H1,-0.39922437,17.286606,5
HU-01-0228-H1,-16.512932,-5.0153418,-1
UK-01-0732-H1,-0.39637676,17.29706,5
NL-01-0223-H1,-0.39920288,17.286654,5
DE-02-0890-H1,-0.39971554,17.284946,5
DK-01-0282-H1,-0.39971554,17.284946,5
DK-01-0129-H1,4.864649,-21.807337,1
DK-01-0909-H1,-11.240497,9.813715,-1
AT-01-0012-H1,-0.40041932,17.282358,5
FR-01-0926-H1,6.7224627,-6.964717,-1
DE-03-1054-H1,-11.239815,9.812808,-1
DE-02-2256-H1,-0.40169486,17.277714,5
FR-01-0613-H1,-7.9715686,6.42437,-1
FR-01-0975-H1,1.700725,-17.058155,0
NL-01-1082-H1,-0.39915332,17.28684,5
NL-01-0906-H1,1.7016951,-17.058075,0
GR-02-0555-H1,-0.40034398,17.28263,5
DE-03-2986-H1,-0.40041932,17.282358,5
NL-01-0054-H1,-8.15526,-3.5620744,10
UK-01-0780-H1,-0.40041932,17.282358,5
CZ-01-0399-H1,-20.498316,-5.1833973,-1
DE-02-5042-H1,1.7015051,-17.058083,0
NY-01-0167-H1,-0.40041932,17.282358,5
DE-02-3504-H1,-0.3949904,17.300978,5
NY-01-0525-H1,4.864649,-21.807337,1
FR-01-0617-H1,-0.40000138,17.28388,5
DE-03-3081-H1,-11.433988,-13.764489,-1
DE-03-0427-H1,-0.40163437,17.277935,5
DE-02-3933-H1,-0.4003169,17.282763,5
US-01-1172-H1,-0.3998989,17.284273,5
DE-03-3450-H1,-11.433988,-13.764489,-1
IT-08-0055-H1,-0.40118903,17.279541,5
ES-01-0548-H1,-0.40046972,17.282131,5
US-01-0544-H1,10.276188,-2.4097395,-1
IT-01-0130-H1,3.3733013,1.7003361,7
DE-02-4200-H1,-0.40163437,17.277935,5
US-01-0353-H1,-10.740563,-7.9314594,9
DE-03-1933-H1,-21.25584,-8.580218,12
NL-01-1410-H1,-0.40163437,17.277935,5
CZ-01-1607-H1,-0.40018326,17.283192,5
DE-02-2961-H1,1.3546836,5.332825,7
SE-01-0380-H1,1.7020726,-17.058033,0
FR-01-1175-H1,-0.40018326,17.283192,5
UK-02-0188-H1,2.3547523,-18.894367,0
NL-01-1185-H1,4.6379495,-16.959047,-1
CZ-01-1096-H1,3.7754254,-22.1976,1
SE-01-0878-H1,-8.237236,-2.9289696,10
DE-02-4249-H1,-17.552643,2.696062,14
DE-01-0170-H1,1.7013662,-17.058092,0
UK-03-0162-H1,-22.933716,-9.599729,12
DE-01-0538-H1,-11.934523,-4.475306,-1
UK-01-0412-H1,1.972733,-16.043592,0
CZ-01-0413-H1,-0.3973266,17.29305,5
IT-01-0386-H1,-14.513996,-7.904206,-1
FR-01-0386-H1,-17.02226,2.2171478,-1
US-01-0168-H1,-18.409473,-2.4702175,-1
NY-01-0899-H1,2.3547523,-18.894367,0
DE-02-4146-H1,-4.9687486,-7.8247404,-1
SE-01-1037-H1,-11.888356,-8.262751,9
DE-02-0906-H1,-15.016828,4.3009043,8
DE-03-2507-H1,-0.40163437,17.277935,5
GR-02-0415-H1,-0.40122598,17.279438,5
DE-02-1678-H1,1.7012781,-17.058105,0
DE-02-0656-H1,1.1805152,5.3269997,7
DE-01-0278-H1,-18.999477,-11.106479,12
NY-01-1187-H1,-3.3368618,-0.87908334,-1
DE-03-0941-H1,2.033938,2.3767738,7
SE-01-1101-H1,-0.40163437,17.277935,5
DK-01-1285-H1,-18.46009,2.8776753,14
CZ-01-0709-H2,-9.27243,-9.733575,-1
DE-03-2668-H1,-0.40163437,17.277935,5
DE-03-0144-H1,-14.126068,-15.542826,16
DE-02-3344-H1,-8.665126,-0.3322424,10
CZ-01-1152-H1,-18.879759,1.3038235,14
UK-03-0323-H1,-0.40163437,17.277935,5
UK-02-0290-H1,-7.412061,3.6908927,-1
CZ-01-0405-H1,-0.40163437,17.277935,5
NY-01-0441-H1,-0.4003169,17.282763,5
US-01-0340-H1,-0.40163437,17.277935,5
NY-01-1081-H1,-3.3368647,-0.8790852,-1
CZ-01-0699-H1,-0.40163437,17.277935,5
DE-02-2816-H1,-16.045645,0.14729172,-1
CZ-01-1668-H1,3.2559376,0.52403724,7
IT-01-0410-H1,-0.40163437,17.277935,5
RU-01-0308-H1,-0.40290433,17.27328,5
DK-01-1062-H1,-13.750308,-1.6569319,-1
PL-01-0334-H1,-21.901714,-10.145376,12
DE-03-2141-H1,-6.7886896,-9.677116,-1
GR-02-0141-H1,-0.40163437,17.277935,5
GR-02-0195-H1,2.094669,1.6901126,7
NL-01-0471-H1,-0.40163437,17.277935,5
DE-03-1038-H1,-7.104953,-1.1143496,10
FR-01-0605-H1,-6.813368,4.525534,-1
DE-01-0127-H1,1.7020651,-17.058043,0
FR-01-0089-H1,-5.9992075,4.8463535,-1
NY-01-1362-H1,-0.3940337,17.304977,5
CZ-01-0114-H1,-20.085178,-5.2008934,-1
NY-01-0018-H1,-10.27933,-8.071476,9
RU-01-0097-H1,-0.39486268,17.301413,5
DE-02-2858-H1,-2.9152317,0.77689165,-1
FR-01-0941-H1,-0.30164728,-2.945888,-1
IT-06-0190-H1,-0.39488754,17.301332,5
CZ-01-0109-H1,-0.3959481,17.297684,5
CZ-01-0135-H1,6.3403997,-21.471466,1
DE-02-0523-H1,-18.071917,1.7992098,14
UK-01-0415-H1,-10.27933,-8.071476,9
HU-01-0057-H1,-17.022264,2.2171474,-1
DE-02-2745-H1,1.9725235,-16.043495,0
CZ-01-0603-H1,-0.39584026,17.298187,5
DE-01-0133-H1,-15.001241,-15.44479,16
DE-02-2023-H1,-0.39550254,17.29928,5
DE-02-3180-H1,0.9022845,4.416452,7
NL-01-0822-H1,-15.352921,-9.124994,11
RU-01-0120-H1,-18.676199,2.2867157,14
GR-01-0968-H1,-0.39579207,17.298285,5
IT-02-0194-H1,-17.707739,-1.4482388,13
FR-01-1187-H1,-13.628157,-1.9523193,-1
HU-01-0128-H1,-0.39583004,17.298145,5
CZ-01-0051-H1,-8.438867,-5.7231765,10
DE-03-1293-H1,-21.485167,-9.483521,12
SE-01-0044-H1,-0.39590734,17.297884,5
DE-03-2337-H1,-21.882614,-8.305185,-1
US-01-0813-H1,-0.39610344,17.297268,5
DE-02-0980-H1,1.7016418,-17.058075,0
AT-01-0204-H1,-3.6181448,-10.451267,-1
GR-02-0109-H1,2.3322134,-0.5923785,7
CZ-01-0319-H1,-0.3964315,17.296244,5
ES-01-0184-H1,-0.39655584,17.295832,5
SE-01-1085-H1,-17.92775,2.165416,14
ES-01-0093-H1,-0.785698,-1.6836004,-1
SE-01-0761-H1,-0.39515024,17.300472,5
GR-01-0196-H1,-19.078365,-6.5741587,-1
DE-02-2771-H1,-0.39515024,17.300472,5
US-01-0413-H1,-12.177138,0.7520668,10
IT-06-0040-H1,5.059755,-23.398674,1
IT-02-0529-H1,-15.527609,-10.459979,11
NL-01-0147-H1,1.7017798,-17.058056,0
UK-02-0252-H2,-0.39490992,17.301311,5
SE-01-0357-H1,-11.9369335,-4.472597,-1
NY-01-1176-H1,4.4691787,-2.3294873,7
PL-01-0169-H1,-19.244913,-10.908684,12
DK-01-0867-H1,-0.39655584,17.295832,5
DE-02-4848-H1,-6.030288,3.8269167,-1
DK-01-1584-H1,-0.39693928,17.294516,5
IT-07-0394-H1,-0.39630586,17.296715,5
NY-01-0198-H1,0.28142053,6.3467298,7
GR-01-0095-H1,-0.40000138,17.28388,5
US-01-0399-H1,-0.39629477,17.296715,5
GR-01-0475-H1,-0.39654246,17.29584,5
DE-03-3798-H1,-0.39668807,17.295336,5
NY-01-0150-H1,-15.5342455,-2.048534,-1
DE-02-4356-H1,-9.063494,-0.8476306,10
NY-01-1193-H1,-3.3363357,-0.90727717,-1
DE-03-0212-H1,-0.39609998,17.297358,5
CZ-01-0412-H1,1.5152339,-19.976675,0
DE-02-3782-H1,-0.39570713,17.298609,5
RU-01-0350-H1,-2.5198717,-3.9653916,-1
DE-03-1943-H1,-13.616468,-14.824671,-1
IT-01-0404-H1,-0.39494193,17.301239,5
US-01-0549-H1,-21.901714,-10.145373,12
DE-03-0781-H1,-0.3949165,17.30128,5
IT-02-0396-H2,-7.3483415,1.9623617,-1
DE-03-4836-H1,0.46459967,4.9444127,7
DE-03-0956-H1,-0.3960704,17.297434,5
IT-05-0376-H1,-0.39608964,17.297325,5
DE-02-1891-H1,-0.39572793,17.29849,5
GR-03-0110-H1,-0.39639884,17.296263,5
UK-02-0232-H1,4.4392,-18.615818,-1
US-01-0120-H1,-3.3053071,-1.3276212,-1
GR-02-0595-H1,-0.39680326,17.294847,5
NL-01-0623-H1,-14.146199,-15.549689,16
DE-03-4412-H1,-8.730474,-0.2528125,10
GR-01-0481-H1,-0.39680326,17.294847,5
FR-01-1008-H1,-0.39659855,17.295568,5
DE-03-1645-H1,-17.961948,-13.240561,15
SE-01-1031-H1,-13.558719,-0.22466582,-1
IT-01-0041-H1,-0.3966271,17.29549,5
DE-02-4792-H1,1.9725235,-16.043495,0
DE-02-0982-H1,-0.39639884,17.296263,5
FR-01-0180-H1,-0.3983087,17.289642,5
DE-02-1756-H1,4.88288,4.0802197,-1
DE-03-2027-H1,-0.3989648,17.28746,5
HU-01-0239-H1,-19.271782,-11.030671,12
DE-03-2174-H1,-9.1418295,-4.219259,10
IT-05-0133-H1,-0.39925438,17.286453,5
DE-03-3337-H1,-22.016388,-10.332378,12
DE-02-2248-H1,-8.706909,8.2176895,-1
NL-01-1203-H1,-0.39887953,17.2877,5
GR-02-0395-H1,-13.582662,-5.4869394,-1
CZ-01-1022-H1,-0.39887953,17.2877,5
DE-02-4759-H1,-0.39745346,17.292583,5
DE-02-2654-H1,-0.3997249,17.284891,5
GR-01-0886-H1,-2.5198717,-3.9653916,-1
DE-02-2479-H1,2.397152,0.33479348,7
UK-03-0289-H1,-17.451704,-14.113247,15
RU-01-0192-H1,-0.3960561,17.298178,5
DE-02-4572-H1,-9.040939,-4.793956,-1
DE-03-2564-H1,-9.774773,-9.919812,9
DE-03-2531-H1,-11.765174,-0.4142504,-1
IT-05-0075-H1,-0.39999655,17.283936,5
GR-02-0444-H1,-11.240482,9.813738,-1
IT-05-0336-H1,-0.29305932,16.495583,5
DE-03-4660-H1,-18.380344,-1.8545799,13
CZ-01-0892-H1,4.9976835,1.4194175,7
DE-02-0662-H1,-0.29290876,16.4961,5
DE-03-0295-H2,-10.53708,-16.756498,-1
DK-01-0730-H1,-17.961582,-13.241685,15
UK-03-0326-H1,8.159033,-2.1579695,-1
SE-01-0179-H1,5.1175036,4.374412,-1
