IDs,tsne dim 1,tsne dim 2,Clusters
DE-03-0275-H1,-22.345041,-8.131611,-1
DE-02-2455-H1,-15.019095,4.3011756,8
GR-01-0688-H1,9.669223,5.9914064,4
GR-01-0033-H2,9.669418,5.9913707,4
DE-03-2293-H1,9.669449,5.991388,4
DE-02-4118-H1,3.5562065,-21.80787,1
DE-03-2397-H1,-16.125294,-15.42533,-1
DE-03-1168-H1,5.053705,-23.410236,1
DE-02-0527-H1,9.669413,5.9914107,4
DE-02-3296-H1,9.669286,5.991359,4
DE-02-3246-H1,-5.074484,-13.06705,-1
DE-02-2323-H1,-16.499384,2.9843168,8
SE-01-0519-H1,9.669394,5.9913793,4
SE-01-1092-H1,9.669299,5.9913454,4
NY-01-0634-H1,9.669271,5.9913497,4
DE-03-0472-H1,-15.520698,-7.608072,-1
FR-01-0301-H1,9.66942,5.9913936,4
NY-01-1035-H1,-3.3383842,-0.8439578,-1
DK-01-0747-H1,9.669284,5.991461,4
DE-03-0897-H1,9.669154,5.991334,4
SE-01-0464-H1,-12.624414,-7.7121,9
GR-01-0614-H1,9.669429,5.9913344,4
CZ-01-0435-H1,-6.1773686,-6.345745,10
DE-03-0222-H1,9.669484,5.991349,4
DK-01-0222-H1,-14.604088,1.7881409,-1
DE-02-4734-H1,9.669414,5.991335,4
UK-03-0322-H1,-17.740479,-13.656917,15
DE-03-3343-H1,-3.6179776,-10.451623,-1
DE-03-3282-H1,9.669244,5.991332,4
CZ-01-0221-H1,-11.240483,9.814222,-1
DE-02-5068-H1,-17.020397,2.2195413,-1
DE-03-0611-H1,9.669302,5.991338,4
PL-01-0287-H1,9.669298,5.991333,4
DE-02-2641-H1,9.669263,5.991333,4
US-01-1235-H1,9.669257,5.9913344,4
UK-01-0173-H1,1.4104337,4.3470187,7
DE-02-2997-H1,4.9223647,1.4715397,7
DE-02-3942-H1,-14.233451,-9.967743,11
CZ-01-1866-H1,9.669164,5.9913282,4
NL-01-1013-H1,-12.827121,-1.9229727,-1
NY-01-0707-H1,9.669176,5.9913306,4
UK-03-0197-H1,-17.792942,-10.541666,-1
NL-01-0580-H1,-10.438353,-16.674875,-1
DE-03-3640-H1,9.669176,5.9913306,4
DK-01-0959-H1,3.5562181,-21.807833,1
DE-03-2245-H1,9.669401,5.9913626,4
DE-03-0831-H1,9.669391,5.991377,4
DE-03-4840-H1,-18.618458,-2.9752913,-1
ES-01-0193-H1,-7.7206144,-3.4005997,10
UK-01-0677-H1,9.66945,5.991364,4
NL-01-1012-H1,9.669418,5.9913626,4
US-01-0493-H1,-14.228767,-11.2710705,-1
NL-01-0807-H1,9.669262,5.9913297,4
DE-02-1037-H1,-3.6179776,-10.451623,-1
DE-03-0135-H1,-19.075119,-6.2190022,-1
DE-01-0448-H1,-4.642265,-7.80295,-1
GR-01-0198-H1,-18.974758,-6.858632,-1
SE-01-0015-H1,-14.46857,-10.153744,11
UK-01-0724-H1,-6.918544,-0.000787322,-1
DE-03-1675-H1,9.669208,5.991334,4
NY-01-0995-H1,9.669164,5.9913282,4
NL-01-0151-H1,-17.09694,-14.709834,15
FR-01-0551-H1,1.9637212,1.8572985,7
NY-01-0024-H1,-17.068409,2.0042706,-1
DK-01-1486-H1,-11.240482,9.814219,-1
US-01-0448-H1,9.669164,5.9913282,4
RU-01-0437-H1,-17.387411,-1.1824932,13
CZ-01-0228-H1,9.669192,5.991331,4
AT-01-0026-H1,9.66914,5.9913487,4
UK-02-0262-H1,9.66907,5.991335,4
DE-03-1225-H1,9.669051,5.991331,4
UK-01-0207-H1,9.669184,5.9913316,4
SE-01-0980-H1,9.669275,5.9913416,4
GR-03-0034-H1,-1.4127939,-4.653481,-1
UK-03-0209-H1,-14.514896,1.8306361,-1
DE-03-4380-H1,9.669444,5.9913445,4
IT-05-0127-H1,9.669322,5.9913564,4
DK-01-1387-H1,9.66894,5.9915853,4
ES-01-0090-H1,-17.457573,-14.085275,15
CZ-01-1592-H1,6.340418,-21.464905,1
DE-02-1506-H1,-17.926104,2.17174,14
IT-07-0262-H1,9.668895,5.9915767,4
DE-02-4367-H1,9.668895,5.9915767,4
GR-02-0720-H1,9.669025,5.991583,4
IT-02-0210-H1,1.5321424,-19.980227,0
SE-01-1087-H1,9.669129,5.9915977,4
DE-02-3835-H2,-11.030571,-9.4253235,9
GR-01-0368-H1,-8.934173,3.7320216,-1
DE-02-3037-H1,9.66902,5.9915886,4
IT-02-0301-H1,9.668904,5.9915833,4
FR-01-1235-H1,-15.528471,-10.458999,11
FR-01-0823-H1,-5.481234,-13.777107,-1
DE-03-1110-H1,9.66885,5.991576,4
FR-01-0993-H1,9.668921,5.991577,4
IT-02-0382-H1,3.4379995,-18.77793,0
IT-06-0064-H1,9.669029,5.9915733,4
PL-01-0122-H1,-15.273008,-15.876335,16
DE-02-0746-H1,9.668858,5.991578,4
DE-03-4631-H1,-16.938694,-12.764162,-1
ES-01-0367-H1,9.668823,5.9915786,4
DE-03-0512-H1,9.669013,5.9915767,4
AT-01-0223-H1,9.669129,5.991583,4
NY-01-0373-H1,-16.767448,-5.106013,-1
DE-02-0658-H1,-13.239265,-11.233201,-1
DE-02-0023-H1,-15.95627,-1.5154351,-1
DE-02-1163-H1,-17.950102,-6.442048,-1
FR-01-0584-H1,9.669159,5.991602,4
IT-06-0290-H1,9.668923,5.9915957,4
RU-01-0464-H1,-18.757904,-8.525624,-1
DE-03-0024-H1,-19.256714,-10.895607,12
GR-01-0960-H1,9.668989,5.991594,4
DE-02-0381-H1,-11.83358,-13.65799,-1
DE-03-0598-H1,9.668904,5.9915924,4
DE-03-0454-H1,-1.4127939,-4.653481,-1
NL-01-0210-H1,6.8962913,-7.250448,-1
PL-01-0344-H1,9.668918,5.9915943,4
RU-01-0295-H1,9.668966,5.991591,4
DE-03-0537-H1,-13.628286,-1.9528141,-1
GR-01-0122-H1,9.668923,5.9915915,4
UK-02-0084-H1,9.668903,5.9915953,4
US-01-0368-H1,-3.0267115,4.919523,-1
IT-02-0233-H2,-18.460358,2.8868105,14
DE-02-2781-H1,9.668793,5.991581,4
FR-01-1223-H1,9.668922,5.9915705,4
HU-01-0094-H1,2.0403028,-15.5634165,0
CZ-01-0069-H1,9.66896,5.9915614,4
CZ-01-0010-H1,3.601902,-21.564087,1
IT-01-0059-H1,4.4681597,-2.3314412,7
CZ-01-1233-H1,9.668968,5.99156,4
FR-01-0953-H1,1.8799621,5.381135,7
SE-01-1255-H1,9.668924,5.991564,4
DE-02-0065-H1,-0.46956444,1.7378541,7
US-01-0287-H1,9.669032,5.9915686,4
FR-01-0485-H1,9.668839,5.9915547,4
FR-01-0971-H1,9.668975,5.9915657,4
GR-02-0332-H1,-17.387411,-1.1824932,13
FR-01-0983-H1,3.5562065,-21.80787,1
RU-01-0353-H1,9.668901,5.991565,4
IT-02-0463-H1,9.668754,5.991575,4
DE-03-4339-H1,9.668676,5.991574,4
DE-02-0404-H1,9.668653,5.991576,4
GR-03-0024-H1,5.056253,4.35621,-1
GR-01-0533-H1,9.668446,5.9915543,4
UK-03-0379-H1,6.540548,-21.48319,1
NL-01-1023-H1,8.559407,-2.7135947,-1
DE-02-4579-H1,-14.233451,-9.967743,11
DK-01-0172-H1,9.668665,5.991572,4
NL-01-0432-H1,-14.508778,-10.072054,11
DE-02-3794-H1,-1.4127939,-4.653481,-1
DE-03-4663-H1,2.0364575,2.3770177,7
DE-02-4193-H1,9.6687355,5.9915767,4
NY-01-1048-H1,2.3330693,-0.592065,7
DE-02-0685-H1,9.668794,5.99158,4
DE-02-2874-H1,-3.0267115,4.919523,-1
DE-02-3833-H1,9.669562,5.991342,4
HU-01-0081-H1,-21.347212,-8.154946,-1
DE-02-2988-H1,9.669107,5.99158,4
NL-01-0912-H1,9.669199,5.9915824,4
DE-03-0043-H1,-22.016285,-10.3342495,12
DE-03-0700-H1,4.44702,-18.624998,-1
DE-03-0596-H1,9.799861,6.896993,4
DE-03-2147-H1,-18.675303,2.2950695,14
MK-01-0009-H1,2.383364,-18.907667,0
DE-03-4749-H1,9.799974,6.8969755,4
NL-01-0582-H1,2.3286633,-17.205933,0
DK-01-0175-H1,-11.239844,9.813208,-1
IT-07-0264-H1,2.036174,2.3777454,7
DE-02-5029-H1,4.3313565,-16.190819,-1
RU-01-0245-H1,-8.412592,1.0072861,10
NL-01-0016-H1,8.559486,-2.7137392,-1
IT-05-0219-H1,1.6646696,4.1996803,7
CZ-01-0384-H1,9.799974,6.8969755,4
NL-01-1314-H1,-17.456743,-14.084371,15
FR-01-0263-H1,9.799997,6.8969736,4
CZ-01-1874-H1,-13.628175,-1.9522443,-1
HU-01-0104-H1,-19.885664,-8.087939,-1
IT-02-0352-H1,9.799986,6.896975,4
NL-04-0020-H1,9.799986,6.896975,4
DE-03-2227-H1,-14.482463,-14.2354965,-1
DE-03-2864-H1,-22.842945,-8.344398,-1
DE-02-4645-H1,1.9824212,-16.036657,0
GR-02-0665-H1,9.800012,6.8969793,4
DE-02-4599-H1,-3.297585,-1.2841386,-1
GR-02-0015-H1,-2.8515685,2.3342786,-1
DE-03-4091-H1,-13.628175,-1.9522443,-1
CZ-01-0804-H1,9.800046,6.8969784,4
DE-03-2135-H1,1.8254385,-6.072523,-1
DK-01-0991-H1,-9.272616,-5.209921,-1
CZ-01-1276-H1,-9.274923,-9.73193,-1
UK-03-0401-H1,8.559486,-2.7137392,-1
AT-01-0140-H1,4.469298,-20.938507,1
IT-05-0399-H1,9.79991,6.8970294,4
FR-01-1202-H2,9.800104,6.8969946,4
DE-02-2887-H1,-2.9158745,0.7763354,-1
DE-02-2657-H1,9.800115,6.896995,4
DE-02-5084-H1,9.800861,6.8969765,4
CZ-01-1823-H1,-13.498007,-3.8760679,-1
UK-02-0254-H1,9.801207,6.8969536,4
DE-03-0398-H1,2.383364,-18.907667,0
IT-08-0045-H1,-5.8593264,7.477252,-1
UK-01-0129-H1,9.799818,6.8969936,4
NL-01-0765-H1,6.1596875,3.102864,7
PL-01-0070-H1,9.800088,6.896979,4
DE-02-4065-H1,9.800102,6.8969874,4
DE-03-4643-H1,-19.256096,-10.896731,12
CZ-01-1724-H1,-18.445456,2.893547,14
DE-02-3032-H1,4.469298,-20.938507,1
DK-01-0295-H2,4.4682593,-2.3315551,7
DE-03-1727-H1,-21.901157,-10.146312,12
DE-02-3920-H1,9.799939,6.8970284,4
DE-03-2757-H1,-6.2677536,-2.6762102,-1
DE-02-0875-H1,9.799932,6.8970294,4
DK-01-1078-H1,1.1288728,0.62079585,7
DE-03-4405-H1,-17.94469,-13.260257,15
DE-02-4215-H1,9.799921,6.8970304,4
NL-01-0591-H2,1.4119701,5.180592,7
DE-02-3874-H1,4.410403,-15.824368,-1
ES-01-0652-H1,9.79993,6.8970356,4
NY-01-0161-H1,4.46884,-20.938456,1
UK-01-0222-H1,1.3681769,-21.788948,1
UK-03-0521-H1,-20.580982,-9.243316,-1
HU-01-0175-H1,9.801727,6.896925,4
DE-03-0363-H2,9.8017845,6.896896,4
NY-01-0999-H1,-16.00742,4.870825,8
IT-01-0444-H1,2.3330367,-0.59222496,7
CZ-01-1054-H1,4.46884,-20.938456,1
FR-01-0807-H1,9.801315,6.8969436,4
DE-02-4295-H1,-2.9158745,0.7763354,-1
DE-02-4835-H1,9.800373,6.896998,4
IT-07-0340-H1,9.800548,6.8969665,4
SE-01-0662-H1,-15.205792,4.3890295,8
CZ-01-1694-H1,0.9364664,5.7742815,7
DE-03-0765-H1,-19.256096,-10.896731,12
DK-01-0676-H1,-22.424665,-8.680113,-1
US-01-0354-H1,-11.240381,9.814304,-1
NL-01-0940-H1,-16.04645,0.14824949,-1
GR-01-0295-H1,9.800536,6.8969703,4
RU-01-0025-H1,-14.26105,-10.137468,11
DE-01-0334-H1,-21.027658,-12.392838,-1
US-01-0858-H1,-10.542422,7.197179,-1
IT-07-0363-H1,9.799645,6.897014,4
SE-01-1129-H1,9.800043,6.896976,4
NL-01-0574-H1,-19.256075,-10.896723,12
DE-03-4099-H1,9.800052,6.8969746,4
DE-03-3382-H1,9.800855,6.896977,4
SE-01-0902-H1,9.800045,6.897006,4
DE-03-2078-H1,9.800004,6.896995,4
UK-03-0235-H1,9.800014,6.8969955,4
DE-03-3172-H1,9.799853,6.8970127,4
UK-01-0019-H1,9.801262,6.896938,4
GR-02-0019-H1,-5.510181,3.3526618,-1
DE-02-4179-H1,9.799819,6.8970137,4
HU-01-0089-H1,-21.81423,-9.215024,12
DK-01-0547-H1,9.800077,6.8970194,4
IT-02-0576-H1,-12.3726845,1.190978,10
DE-02-4634-H1,1.9825963,-16.036655,0
DE-02-4073-H1,-8.707076,8.218157,-1
DE-02-3223-H1,5.018932,-15.913977,-1
FR-01-1165-H1,9.800097,6.897017,4
DE-02-0450-H1,-11.240381,9.814304,-1
CZ-01-1513-H1,-2.6618485,-3.9054012,-1
DK-01-0745-H1,0.20571078,3.5576246,7
CZ-01-1441-H1,9.799971,6.89703,4
DE-03-3335-H1,-4.989015,-5.84228,-1
RU-01-0093-H1,9.801745,6.8969216,4
GR-02-0645-H1,-17.426674,-1.8134071,13
DE-03-4350-H1,-3.90362,-0.17414404,-1
RU-01-0026-H1,9.801613,6.896918,4
IT-02-0107-H1,-15.78256,-10.613657,11
DE-03-0761-H1,-1.4129968,-4.6533628,-1
DE-03-1637-H1,-7.9620557,6.4273624,-1
GR-02-0046-H1,9.801627,6.896918,4
DE-03-0142-H1,-11.933414,-4.47262,-1
NL-01-0200-H1,9.801747,6.896898,4
DE-02-0571-H1,9.8018,6.8969088,4
DK-01-0684-H1,-13.610427,-14.7930975,-1
FR-01-0515-H1,2.328859,-17.206003,0
FR-01-1309-H1,-11.240381,9.814304,-1
DE-02-2590-H1,1.9825963,-16.036655,0
US-01-1236-H1,1.3559172,-20.691189,0
DE-01-0241-H1,-11.898432,-16.833437,-1
DE-03-4105-H1,5.064749,-23.392237,1
CZ-01-0455-H1,1.4298662,-2.2779717,-1
GR-03-0180-H1,9.801565,6.8969145,4
DE-02-3960-H1,-11.030413,-9.425475,9
DE-03-0873-H1,9.801473,6.8969283,4
NY-01-0684-H1,1.0317645,-21.422598,0
HU-01-0029-H1,-14.482463,-14.2354965,-1
RU-01-0734-H1,6.3402724,-21.463243,1
DE-02-1868-H1,-14.313396,-10.002035,11
SE-01-1248-H1,2.328859,-17.206003,0
UK-01-0354-H1,9.801373,6.8969316,4
GR-01-0351-H1,-7.346253,1.963968,-1
FR-01-0949-H1,9.801398,6.89693,4
UK-03-0219-H1,-21.901157,-10.146312,12
DK-01-1196-H1,9.801242,6.8969517,4
DE-02-0705-H1,9.801502,6.896928,4
NL-01-0061-H1,9.80107,6.8969703,4
IT-02-0746-H1,9.80142,6.8969584,4
DE-03-1790-H1,-10.690536,-8.000467,9
DE-03-4098-H1,5.064749,-23.392237,1
DK-01-1329-H1,9.801235,6.896969,4
DE-03-4189-H1,2.3330367,-0.59222496,7
DE-03-2383-H1,9.801369,6.896958,4
FR-01-0511-H1,9.801404,6.8969593,4
DE-03-0244-H1,9.801342,6.8969617,4
NY-01-0528-H1,-11.933174,-4.4743214,-1
IT-02-0697-H1,9.800997,6.896964,4
NY-01-0675-H1,9.8012705,6.896951,4
DE-03-2365-H1,-17.70678,-1.4464294,13
CZ-01-1085-H1,4.469298,-20.938507,1
DE-03-0177-H1,9.801305,6.896969,4
CH-01-0004-H1,-11.936275,-4.473405,-1
SE-01-1196-H1,9.801349,6.8969703,4
DE-03-3630-H1,-19.256096,-10.896731,12
CZ-01-1369-H1,4.469298,-20.938507,1
CZ-01-0383-H1,9.801222,6.8969693,4
DE-03-2663-H1,9.801238,6.89697,4
NL-01-0634-H1,-19.256096,-10.896731,12
DE-02-1673-H1,-16.04645,0.14824949,-1
ES-01-0231-H1,9.801109,6.896983,4
UK-03-0300-H1,9.801037,6.896981,4
DE-02-2910-H1,-11.4379835,-13.765247,-1
GR-02-0140-H1,-15.528411,-10.45893,11
GR-02-0271-H1,4.469298,-20.938507,1
DE-02-4491-H1,9.801023,6.8969812,4
DK-01-0705-H1,9.801114,6.8969803,4
GR-03-0103-H1,9.800928,6.8969917,4
DE-03-1875-H1,9.800968,6.8969865,4
DE-02-4305-H1,-0.5703011,1.8672016,-1
IT-05-0479-H1,9.800802,6.8969827,4
DK-01-0855-H1,9.80085,6.896972,4
AT-01-0100-H1,9.800879,6.8969812,4
GR-01-0595-H1,-16.012316,4.869365,8
FR-01-0380-H1,9.8010645,6.8969584,4
IT-05-0440-H1,2.0134711,-0.8137817,7
GR-02-0763-H1,9.801217,6.8969502,4
DE-02-4540-H1,-11.045763,-9.416867,9
IT-07-0207-H1,4.469298,-20.938507,1
IT-02-0534-H1,4.469298,-20.938507,1
SE-01-0193-H2,-14.934404,-0.13949282,-1
IT-05-0456-H1,-11.4379835,-13.765247,-1
UK-03-0366-H1,7.150866,-1.9119275,-1
SE-01-0360-H1,9.801454,6.8969197,4
DE-02-4857-H1,9.801126,6.89696,4
DE-02-3322-H1,9.800974,6.896968,4
CZ-01-0846-H1,4.884569,-22.834322,1
GR-02-0077-H1,9.799813,6.8969936,4
CZ-01-1531-H1,-3.0101063,4.906759,-1
SE-01-0264-H3,9.801288,6.896943,4
UK-01-0347-H1,9.801443,6.8969555,4
UK-02-0042-H1,-3.6179743,-10.451506,-1
IT-01-0247-H1,-3.5736663,-3.3974724,-1
US-01-0578-H1,-20.88555,-5.098021,-1
DE-03-0424-H1,4.4682593,-2.3315551,7
NY-01-0601-H1,-16.012316,4.869365,8
CZ-01-0347-H1,-8.266876,-6.2407084,-1
IT-02-0427-H1,-18.731455,1.738063,14
NL-01-0585-H1,-22.016285,-10.3342495,12
NY-01-0252-H1,9.801469,6.8969393,4
GR-02-0678-H1,4.4682593,-2.3315551,7
CZ-01-1180-H1,9.801443,6.8969345,4
GR-01-1070-H1,-10.276229,-8.07548,9
NL-04-0150-H1,-7.917475,-3.811648,10
NL-01-1106-H1,-8.197628,-3.920676,10
ES-01-0590-H1,9.801315,6.8969436,4
DE-02-1292-H1,1.1389956,2.7105448,7
GR-01-0016-H1,9.800381,6.8969975,4
DE-02-0308-H1,-2.9152756,0.7802182,-1
UK-03-0390-H1,9.80058,6.896986,4
US-01-0821-H1,9.800361,6.8970084,4
US-01-1285-H1,0.9021258,4.383173,7
IT-06-0056-H1,4.4725704,-2.328151,7
GR-03-0166-H1,-6.4458265,1.7531612,-1
AT-01-0133-H1,0.68555117,4.734362,7
SE-01-1293-H1,9.800542,6.896975,4
SE-01-0893-H1,-16.03696,0.13566847,-1
DE-03-2898-H1,9.8004465,6.896973,4
NY-01-0846-H1,-8.399458,1.0252885,10
IT-05-0364-H1,9.800289,6.8969927,4
SE-01-0953-H1,9.800504,6.8969817,4
DE-03-4261-H1,0.5571151,5.076885,7
AT-01-0087-H2,9.800504,6.8969817,4
CZ-01-1289-H1,9.80051,6.8969836,4
NY-01-0793-H1,9.80048,6.896971,4
CZ-01-0697-H1,9.80048,6.8969717,4
DK-01-0438-H1,9.800184,6.896982,4
NY-01-0917-H1,-3.898644,-12.804456,-1
DE-03-4041-H1,9.800144,6.896983,4
DK-01-0808-H1,9.8001585,6.8969827,4
DK-01-0280-H1,9.800206,6.896975,4
DE-03-1342-H1,-3.617972,-10.451506,-1
NL-01-0339-H1,-19.149315,-11.0329075,12
SE-01-0315-H1,-12.826814,-1.9229728,-1
US-01-0568-H1,9.800199,6.896975,4
DE-03-2774-H1,9.8001,6.896982,4
IT-06-0184-H1,-2.5318816,-9.277947,-1
DE-02-4622-H1,-17.949636,-6.442156,-1
SE-01-0355-H1,9.800371,6.8969746,4
DE-03-1336-H1,9.799957,6.896985,4
DE-02-2074-H1,2.455277,0.54215926,7
DE-02-4883-H2,-14.290677,-10.0857935,11
HU-01-0195-H1,-19.39349,-10.72874,12
GR-01-0037-H1,9.799798,6.8969927,4
CZ-01-0059-H1,6.7922463,-7.496054,-1
SE-01-0979-H1,9.799809,6.896993,4
DE-01-0243-H1,1.1805611,5.540747,7
NY-01-0660-H1,-6.1174364,-8.680141,-1
RU-01-0260-H1,-8.707076,8.218157,-1
RU-01-0028-H1,-17.386688,-1.1819929,13
NL-01-0319-H1,9.79974,6.8969927,4
DK-01-0208-H1,9.799823,6.8969946,4
ES-01-0679-H1,-10.354899,2.9267087,-1
IT-06-0002-H1,9.799964,6.8969917,4
PL-01-0142-H1,9.944583,7.6865263,4
SE-01-0485-H1,2.186394,-19.474176,0
DK-01-0653-H1,-0.30226442,-2.9463143,-1
IT-08-0043-H1,1.8164034,2.467982,7
DK-01-0300-H1,9.944753,7.6865034,4
ES-01-0547-H1,9.943539,7.686716,4
DE-02-2054-H1,2.333091,-17.203737,0
NY-01-0970-H1,9.948287,7.6859293,4
CZ-01-0497-H1,4.187023,-21.504934,1
DE-02-4475-H1,-3.3053422,-1.328305,-1
IT-01-0230-H1,9.949965,7.685642,4
SE-01-0075-H1,-6.712586,-1.7415335,-1
DK-01-0305-H1,9.948669,7.685882,4
DE-02-4388-H1,9.949763,7.68568,4
FR-01-0918-H1,9.949612,7.685825,4
CZ-01-1191-H1,-16.012482,4.8696485,8
GR-01-0073-H1,9.914034,7.6925,4
UK-01-0070-H1,-15.05889,-1.6012119,-1
UK-03-0503-H1,3.4428582,-22.392519,1
IT-08-0032-H1,-11.936232,-4.473467,-1
DE-03-1295-H1,-13.628089,-1.9522382,-1
DE-02-3855-H1,9.948731,7.685913,4
UK-01-0628-H1,9.949277,7.6858153,4
DE-02-4078-H1,-8.875108,-0.61578155,10
DE-03-3389-H1,9.946807,7.6861796,4
GR-02-0367-H1,-11.936234,-4.4734674,-1
ES-01-0287-H1,-14.9957285,-15.433581,16
GR-01-0283-H1,9.946128,7.686261,4
NY-01-1129-H1,-8.495713,-2.833329,10
UK-01-0530-H1,9.914089,7.6925206,4
UK-01-0382-H1,9.950364,7.6856318,4
DE-03-1799-H1,-21.447853,-7.4235177,-1
DK-01-0141-H1,9.950615,7.685578,4
GR-01-0914-H1,9.948252,7.6859794,4
ES-01-0169-H1,9.949846,7.685662,4
AT-01-0094-H1,-7.402983,1.8954179,-1
DE-03-3310-H1,-6.3062525,-8.418524,-1
FR-01-0899-H1,9.949181,7.6857877,4
SE-01-0888-H1,4.3313313,-16.190746,-1
DE-01-0232-H1,9.9504595,7.685545,4
IT-05-0292-H1,-18.674189,2.2946677,14
FR-01-0774-H1,-18.328144,-4.0461516,-1
DE-02-2862-H1,9.94772,7.686117,4
DE-02-4058-H1,9.953263,7.6851487,4
DE-03-4787-H1,-21.55878,-8.420737,-1
NY-01-0385-H1,9.952373,7.68532,4
DE-02-5110-H1,9.948929,7.6858735,4
CZ-01-1297-H1,9.949922,7.6856904,4
ES-01-0368-H1,8.436867,-2.55375,-1
DE-02-2529-H1,9.951672,7.6853995,4
ES-01-0430-H1,9.951001,7.685526,4
RU-01-0737-H1,9.948664,7.6859236,4
DE-03-0784-H1,-10.544392,7.189077,-1
DE-03-0860-H1,-22.57899,-9.034873,12
FR-01-0870-H1,9.94884,7.685896,4
DE-03-1680-H1,9.948748,7.6859074,4
SE-01-1232-H1,9.950441,7.685614,4
IT-01-0271-H1,9.950499,7.6855364,4
DK-01-0639-H1,9.948842,7.685819,4
NY-01-1381-H1,-8.707085,8.21819,-1
DE-01-0297-H1,-21.888002,-7.797656,-1
IT-07-0017-H1,9.950807,7.6854734,4
US-01-0746-H1,9.949757,7.685774,4
GR-03-0142-H1,-22.725399,-9.212718,12
CZ-01-0126-H1,9.944426,7.6865644,4
IT-02-0271-H1,9.95041,7.685567,4
DE-03-0688-H1,9.950677,7.685566,4
DE-02-3024-H1,-14.24579,-9.967513,11
ES-01-0427-H1,9.949078,7.6858115,4
NL-01-0661-H1,9.945828,7.6863112,4
FR-01-0946-H1,9.953064,7.685207,4
DE-01-0180-H1,-13.21119,-8.472835,-1
SE-01-0446-H1,-18.674187,2.2946663,14
NY-01-0564-H1,-16.767088,-5.106592,-1
CZ-01-1665-H1,6.3401456,-21.46151,1
IT-07-0195-H1,9.947674,7.686141,4
NL-01-0711-H1,-8.238292,-2.929466,10
NL-01-1056-H1,-19.121735,-9.615706,12
DE-02-4824-H1,-16.046146,0.14854154,-1
SR-01-0008-H1,9.947739,7.686093,4
DK-01-0757-H1,-7.34668,-5.420164,10
DK-01-1056-H1,9.943628,7.6867027,4
IT-05-0101-H1,2.3799837,-18.907055,0
UK-03-0135-H1,-5.7170215,-0.3508447,-1
DE-03-3332-H1,-19.132683,-11.118591,12
DE-02-4648-H1,-15.018797,4.3022027,8
FR-01-0102-H1,1.2720621,-16.148003,0
DE-03-1235-H1,-14.592292,-15.7769985,16
SE-01-0141-H1,2.333091,-17.203737,0
AT-01-0221-H1,1.1284062,0.62084997,7
GR-01-0551-H1,-17.42621,-1.8131605,13
DE-02-1810-H1,2.333091,-17.203737,0
GR-02-0631-H1,-3.7593296,2.950233,-1
FR-01-0339-H1,9.949102,7.685781,4
DE-03-4565-H1,-9.523417,-17.496363,-1
NY-01-0893-H1,-15.494967,-10.454366,11
NY-01-1194-H1,9.949422,7.6858582,4
DE-03-4730-H1,9.948752,7.6859336,4
DE-03-4536-H1,9.913858,7.6925554,4
DE-03-2889-H1,9.950753,7.685522,4
AT-01-0097-H1,-11.225258,-18.227568,-1
NL-01-0029-H1,9.9493685,7.6858706,4
UK-01-0063-H1,9.95183,7.6854186,4
DE-02-3155-H1,9.946561,7.686184,4
NY-01-0673-H1,9.950495,7.6856003,4
GR-03-0015-H1,9.947042,7.686283,4
IT-02-0589-H1,-15.476915,-11.326279,11
DE-03-1253-H1,-9.6701565,1.8056853,-1
DE-02-4075-H1,9.943829,7.686672,4
DE-03-2656-H1,5.3586597,-3.5750995,7
DE-02-4953-H1,-14.3134775,-10.002105,11
DK-01-0687-H1,-22.016163,-10.334234,12
IT-01-0452-H1,-3.3374119,-0.8819933,-1
DE-03-0243-H1,2.3799937,-18.907057,0
UK-02-0139-H1,9.948045,7.685958,4
DE-02-4246-H1,9.946045,7.686283,4
DK-01-1275-H1,1.656099,2.0812714,7
IT-06-0260-H1,1.0910281,3.1644187,7
US-01-1080-H1,9.945348,7.686409,4
FR-01-1118-H1,-13.628089,-1.9522382,-1
IT-05-0176-H1,9.946834,7.6861434,4
DE-02-3956-H1,2.3955414,-16.119444,0
DK-01-1070-H1,-16.040882,5.0291915,8
DE-02-0251-H1,9.945353,7.6864014,4
DE-02-2525-H1,9.9501705,7.685611,4
GR-02-0622-H1,-15.423512,-11.491842,11
UK-03-0398-H1,9.95033,7.685552,4
AT-01-0207-H1,9.949191,7.6858215,4
FR-01-0493-H1,9.947885,7.685985,4
CZ-01-1621-H1,4.187023,-21.504934,1
DE-03-0788-H1,-16.788294,-5.107813,-1
NL-01-0211-H1,-8.372333,1.015867,10
US-01-1241-H1,1.3547621,-20.690094,0
NY-01-0490-H1,9.944327,7.686587,4
NY-01-0137-H1,9.944709,7.6865296,4
DE-03-3778-H1,-22.744986,-8.532794,-1
RU-01-0610-H1,-7.970165,6.425297,-1
DE-02-4539-H1,-6.4477625,-6.406999,10
DE-02-3688-H1,-7.971253,6.4231796,-1
GR-01-0443-H2,2.8950915,4.688413,7
GR-02-0282-H1,9.94933,7.6858068,4
DE-03-1034-H1,9.944347,7.6865807,4
US-01-0292-H1,9.9449005,7.6864796,4
GR-03-0326-H1,1.825896,-6.072589,-1
DK-01-0720-H1,9.950137,7.6856127,4
CZ-01-1304-H1,-17.393826,-1.1999294,13
DE-02-0690-H2,-3.3053422,-1.328305,-1
DE-02-0477-H1,9.946329,7.6863375,4
HU-01-0100-H1,6.3419633,-21.496265,1
GR-01-0108-H1,9.949888,7.685663,4
UK-01-0568-H1,2.8541386,1.9781255,7
