IDs,tsne dim 1,tsne dim 2,Cluster
UK-02-0069-H1,2.785146,2.658592,12
MK-01-0030-H1,-9.502002,13.425948,0
FR-01-1238-H1,6.669883,-14.789104,-1
GR-02-0841-H1,-0.55042285,-17.404764,19
DE-03-3131-H1,-9.502477,13.425919,0
DE-02-1538-H1,-9.502284,13.42602,0
DK-01-0033-H1,-0.69877476,-17.928078,19
DE-02-4780-H1,-9.501991,13.425968,0
NY-01-1076-H1,-9.50228,13.425972,0
FR-01-0915-H1,-9.5019865,13.425903,0
NY-01-0414-H1,-21.445293,-11.650705,-1
UK-03-0015-H1,-1.2182636,4.6682057,-1
DE-03-0215-H1,-9.502247,13.425898,0
DK-01-0882-H1,-9.502247,13.425898,0
DE-03-4225-H2,5.2857895,-12.496773,-1
IT-07-0192-H1,-9.502247,13.425898,0
DE-03-1032-H1,-0.71920985,-18.250635,19
DK-01-0998-H1,-9.502261,13.425945,0
DK-01-0629-H1,5.251936,-15.974184,-1
SE-01-0901-H1,13.151622,-10.218303,20
DE-01-0494-H1,-17.619148,-8.721005,5
DE-03-4180-H1,-9.502275,13.425968,0
GR-01-0891-H1,-9.502263,13.425944,0
ES-01-0491-H1,-1.6841192,-2.0014877,14
US-01-0220-H1,-9.502263,13.425944,0
US-01-0394-H1,-9.502263,13.425944,0
UK-03-0191-H1,0.99002314,-21.0676,25
ES-01-0053-H1,-9.5024605,13.425872,0
DK-01-0324-H1,-9.502277,13.425969,0
DE-03-1524-H1,-10.238538,-17.002155,-1
DE-03-2467-H1,-9.502271,13.425968,0
AT-01-0173-H1,-1.6841192,-2.0014877,14
GR-01-0247-H1,13.544533,-13.990714,28
DE-02-4195-H1,-16.07832,-8.619172,5
SR-01-0173-H1,2.2168798,-14.007228,18
DE-02-0959-H1,-9.502256,13.425944,0
UK-01-0006-H1,-9.502256,13.425944,0
US-01-0195-H1,9.539811,-0.7840578,-1
NL-01-0400-H1,-3.251357,-20.498856,22
IT-01-0043-H1,-1.2796009,-5.613431,15
DE-02-0961-H2,-9.501975,13.425942,0
DE-03-4882-H1,-9.50225,13.425938,0
DK-01-0728-H1,-1.134271,4.6344104,-1
NY-01-0228-H1,-9.501961,13.425892,0
AT-01-0089-H1,-21.780823,-11.015426,-1
IT-02-0718-H1,9.407314,-15.3997755,27
DE-02-1010-H1,4.5264344,-9.423924,23
SE-01-1052-H1,-2.571755,-5.0157604,15
GR-01-0954-H1,-9.501965,13.4258995,0
CZ-01-0881-H1,7.024364,-11.045464,-1
US-01-0140-H1,14.134515,-2.8274999,-1
DE-02-0539-H1,-9.502268,13.425965,0
GR-02-0056-H1,-17.82937,-12.56864,4
DE-03-3426-H1,-9.502268,13.425965,0
US-01-0551-H1,-0.4334942,2.3121195,-1
DK-01-0744-H2,-9.502254,13.425941,0
AT-01-0231-H1,-9.502254,13.425941,0
FR-01-1258-H1,5.9688764,-20.202225,26
US-01-0379-H1,-9.502268,13.425969,0
GR-01-0391-H1,-9.5024605,13.425893,0
DE-02-1882-H1,10.213297,-13.480703,-1
NY-01-0778-H1,-9.502042,13.425819,0
DE-02-3255-H1,-16.254906,-5.6787724,-1
DE-03-2359-H1,-9.5024605,13.425893,0
DE-01-0371-H1,3.5811474,-23.47319,24
DE-02-4998-H1,-9.50228,13.425993,0
DE-02-2433-H1,-9.501991,13.425942,0
NL-01-0329-H1,10.003768,-18.263968,-1
IT-07-0149-H1,-9.502451,13.425868,0
GR-01-0582-H1,-9.501991,13.425942,0
UK-02-0141-H1,8.276743,-10.686286,-1
IT-05-0022-H1,-9.501991,13.425942,0
IT-08-0068-H1,-9.501972,13.425914,0
FR-01-1193-H1,-9.501972,13.425914,0
GR-01-1100-H1,-9.50196,13.425883,0
DE-02-3478-H1,-9.502188,13.4258375,0
NY-01-0720-H1,-9.502143,13.425746,0
DE-01-0128-H1,-16.07832,-8.619172,5
NL-04-0039-H1,-9.50213,13.4257145,0
IT-06-0101-H1,11.537393,-2.0267081,-1
DE-02-1657-H1,1.9019761,-10.141874,23
NL-01-0589-H1,-2.2310207,-20.783792,22
UK-01-0359-H1,-16.350792,-5.8038173,-1
RU-01-0292-H1,-19.337883,-12.027842,4
DE-03-3178-H1,-9.5021515,13.425727,0
DE-02-4553-H1,6.509253,-8.125893,23
DE-02-0408-H1,-1.1761478,-16.580254,19
GR-03-0127-H1,1.2135924,-10.875793,23
DE-02-4325-H1,12.532635,-13.1713705,28
FR-01-0356-H1,-9.502122,13.425738,0
PL-01-0087-H1,4.691532,-24.06092,-1
DE-03-2626-H1,-5.963981,-18.432259,21
DE-03-2554-H1,-9.502195,13.425899,0
DK-01-1158-H1,-9.501967,13.425935,0
IT-06-0038-H1,-0.86914927,-17.460339,19
AT-01-0112-H1,1.1428916,-10.841518,23
UK-02-0249-H2,2.9885454,-5.752947,17
DK-01-1243-H1,1.5419816,4.6038485,-1
DE-03-2126-H1,-9.502016,13.425974,0
US-01-0809-H1,-9.502432,13.425818,0
NY-01-0649-H1,-1.279603,-5.613417,15
GR-01-0557-H1,-9.502287,13.425977,0
DE-03-3846-H1,-9.502448,13.425865,0
DE-03-2990-H2,-10.602638,13.251334,0
CZ-01-1005-H1,-10.602792,13.251328,0
FR-01-0805-H1,-10.602598,13.251331,0
GR-02-0387-H1,0.4126642,5.3595963,-1
DE-02-2227-H1,-16.049486,-8.688014,5
DK-01-0924-H1,0.6880328,0.63522506,-1
IT-02-0420-H1,-1.6838758,-2.0014641,14
US-01-0996-H1,13.148642,-14.49717,28
DE-03-2684-H1,11.029241,-17.606485,-1
UK-01-0792-H1,-10.60256,13.251229,0
DE-01-0181-H1,12.421742,-14.199134,28
DE-02-3129-H1,-10.602564,13.251227,0
IT-01-0416-H1,-21.185862,-13.290062,-1
CZ-01-1785-H1,2.0364525,-4.454314,17
DE-03-4081-H1,-10.602554,13.251224,0
NL-01-0900-H1,-10.602111,13.250234,0
SE-01-0447-H1,2.3095002,-8.696208,-1
GR-01-1031-H1,-10.602565,13.251251,0
US-01-0070-H1,-18.944967,-8.664869,5
SE-01-0727-H1,-10.60258,13.251286,0
DK-01-0381-H1,-10.602579,13.251297,0
CZ-01-1014-H1,2.0364525,-4.454314,17
GR-01-0396-H1,-10.602565,13.251246,0
AT-01-0238-H1,-10.60276,13.251169,0
CZ-01-1758-H1,2.0364525,-4.454314,17
NY-01-0825-H1,-10.602573,13.251279,0
UK-03-0036-H1,4.5285144,-18.780327,-1
DE-03-4048-H1,1.2900093,3.6719525,12
GR-02-0491-H1,-10.60276,13.251188,0
FR-01-0484-H1,13.148642,-14.49717,28
CZ-01-1633-H1,-10.602123,13.250302,0
GR-01-1035-H1,-10.6027775,13.251266,0
IT-01-0220-H1,-18.583172,-11.332802,4
GR-02-0437-H1,8.118642,-13.342982,-1
DK-01-0733-H1,-10.60257,13.251312,0
DE-02-4676-H1,12.955964,-10.107062,20
CZ-01-0931-H1,-10.602779,13.251272,0
DE-02-0050-H1,-2.5718944,-5.0156856,15
DE-02-2585-H1,-16.074953,-5.947015,-1
DE-02-2015-H1,-16.049486,-8.688014,5
DE-02-2608-H1,-10.602788,13.251309,0
DK-01-1074-H1,-10.602651,13.251539,0
DE-02-2128-H1,3.6054451,-9.500432,23
DE-03-0150-H1,-17.621239,-8.72191,5
DE-03-0282-H1,-10.602827,13.25141,0
DE-02-2620-H1,-10.602666,13.251575,0
NL-01-1098-H1,-16.049486,-8.688014,5
US-01-0487-H1,-10.602828,13.251417,0
FR-01-0052-H1,0.41861337,0.9997834,-1
ES-01-0699-H1,-17.032646,-7.550797,5
DE-02-2371-H1,10.21373,-13.480316,-1
DE-02-2863-H1,-10.6027975,13.251338,0
DE-02-4063-H2,8.535072,-10.794037,-1
UK-01-0458-H1,2.4427364,-14.358033,18
DE-02-4490-H1,-10.602649,13.251525,0
DE-03-3416-H1,-10.602628,13.251478,0
DE-02-2777-H1,-10.602779,13.251292,0
NY-01-0203-H1,6.143983,4.3426385,-1
DE-03-4615-H1,9.406029,-15.403306,27
DE-03-1804-H1,-10.602765,13.251254,0
DE-03-0756-H1,-10.602806,13.251359,0
RU-01-0732-H1,-10.602778,13.251294,0
DE-03-0959-H1,0.8058598,-25.115799,-1
DK-01-0692-H1,-10.602822,13.2514,0
GR-01-0902-H1,-10.602781,13.251293,0
AT-01-0044-H1,4.263883,3.0272357,12
DE-01-0074-H1,13.531522,-9.857041,20
US-01-0345-H1,-9.449872,2.25046,-1
DE-03-4084-H1,11.976509,-1.3519039,-1
IT-02-0288-H1,-10.602609,13.25143,0
SE-01-0097-H1,3.6549454,4.8847175,-1
DK-01-1134-H1,-10.602608,13.251428,0
DE-02-2401-H1,13.145295,-10.217494,20
DE-02-5147-H1,-10.602605,13.251422,0
RU-01-0330-H1,-1.279997,-5.613361,15
FR-01-0860-H1,8.057011,-9.513815,-1
IT-02-0547-H1,-10.602589,13.251384,0
DE-03-2712-H1,-10.602635,13.251497,0
DE-03-1095-H1,-3.2491593,-20.496386,22
DE-03-1744-H1,-10.602647,13.251548,0
DK-01-1165-H1,-10.602798,13.251343,0
ES-01-0506-H1,-10.60265,13.2515335,0
IT-06-0167-H1,-18.944967,-8.664869,5
IT-07-0162-H1,-10.602612,13.251427,0
GR-03-0372-H1,-10.601279,13.248533,0
RU-01-0427-H1,-10.60266,13.251556,0
NY-01-0442-H1,-10.60267,13.251576,0
DE-02-2339-H1,1.2895343,6.61202,-1
NY-01-0613-H1,-10.602619,13.251456,0
UK-01-0421-H1,-17.621239,-8.72191,5
IT-05-0189-H1,-10.60264,13.251504,0
AT-01-0114-H1,-10.602769,13.25129,0
DE-02-0885-H1,13.361754,-10.162347,20
DE-02-4644-H1,-14.834543,-7.9086146,5
DE-03-4144-H1,-10.602643,13.251516,0
DE-02-2145-H1,1.7192633,-6.6494446,-1
CZ-01-0457-H1,-10.602805,13.251359,0
NY-01-0966-H1,-0.9704972,-10.816173,-1
US-01-0817-H1,-10.602673,13.251212,0
IT-02-0757-H1,-10.602037,13.250311,0
DE-02-5105-H1,-10.6024475,13.251222,0
DE-02-1793-H1,-16.049486,-8.688014,5
UK-02-0172-H1,4.463639,2.8032756,12
DE-03-3787-H1,-10.60267,13.251209,0
RU-01-0382-H1,-10.602052,13.250353,0
DE-03-3601-H1,11.578882,-1.9959267,-1
DE-02-2857-H1,4.5258675,-9.423309,23
GR-02-0266-H1,-10.602447,13.251221,0
DE-02-0259-H1,-1.1739615,-16.592945,19
DE-03-0249-H1,-5.2546735,4.7731123,-1
US-01-1396-H1,-10.602544,13.251419,0
CZ-01-0111-H1,1.5616456,2.5214243,12
FR-01-0777-H1,-10.602466,13.251265,0
NL-01-0603-H1,-10.602626,13.2511,0
CZ-01-0488-H1,-19.921135,-13.462144,4
DE-03-2008-H1,4.5258675,-9.423309,23
NY-01-0784-H1,4.719086,-9.679466,23
DE-03-4508-H1,-10.602012,13.250246,0
DE-03-3895-H1,-10.602533,13.251394,0
DE-03-0610-H1,0.35797617,-25.268055,-1
US-01-0010-H1,-0.028666416,-10.788938,23
DE-03-4887-H1,-10.602527,13.251386,0
FR-01-0312-H1,1.2897716,6.6132402,-1
DE-03-2486-H1,-10.602476,13.251298,0
NY-01-0288-H1,5.0686617,3.0670125,12
DE-02-3941-H1,-5.308455,-14.545669,16
UK-03-0263-H1,-10.601904,13.250362,0
IT-07-0354-H1,6.7216887,-18.081772,26
FR-01-0363-H1,6.0033407,-17.178755,26
ES-01-0640-H1,0.15947598,-6.20439,-1
DK-01-1419-H1,-10.6026325,13.251306,0
NL-01-0275-H1,-10.602055,13.250176,0
GR-01-0527-H1,-10.602059,13.250167,0
NL-01-0921-H1,8.584775,-8.406994,23
DE-03-2384-H1,-17.31993,-13.076588,-1
DE-03-3356-H1,-10.602061,13.250171,0
DE-02-1974-H1,-10.602494,13.251111,0
DE-03-2676-H1,-10.602539,13.251221,0
IT-02-0557-H1,-10.601881,13.250259,0
UK-01-0159-H1,-5.630476,-14.174497,16
UK-01-0483-H1,-10.602515,13.251157,0
IT-05-0142-H1,-10.601894,13.250299,0
NY-01-0411-H1,-10.602064,13.250204,0
SR-01-0035-H1,6.9730554,-11.120593,-1
DE-03-3669-H1,-10.601279,13.248566,0
GR-02-0386-H1,2.2385094,0.96972615,-1
DK-01-1050-H1,-10.601274,13.248529,0
IT-06-0033-H1,8.7866955,-16.664425,-1
DE-02-2204-H1,-10.601306,13.24801,0
SE-01-1314-H1,6.343098,-8.746394,23
NY-01-0156-H1,-10.600875,13.247368,0
UK-01-0619-H1,-10.600987,13.247073,0
DE-02-0808-H1,-10.6009,13.247421,0
IT-06-0246-H1,-7.446362,-11.913826,-1
NY-01-0792-H1,6.9732833,-11.109192,-1
FR-01-0120-H1,-18.944967,-8.664869,5
ES-01-0263-H1,-10.600918,13.247256,0
GR-02-0023-H1,-10.601394,13.248847,0
SE-01-0481-H1,-1.1144681,-16.82979,19
CZ-01-0834-H1,-3.123944,1.7842149,13
DE-03-3548-H1,-10.601412,13.248916,0
DE-02-2399-H1,-16.049486,-8.688014,5
DE-03-1231-H1,4.325212,-5.8092933,-1
DE-03-0877-H1,3.537863,6.770122,-1
CZ-01-0563-H1,-4.1243076,-9.121087,-1
RU-01-0722-H1,-6.2487206,-10.090207,-1
IT-06-0018-H1,-10.601879,13.250228,0
IT-01-0142-H1,5.9691033,-20.201424,26
IT-01-0426-H1,7.7022085,-7.47776,23
DE-02-4531-H1,2.289556,-8.798771,-1
DE-02-0249-H1,-10.6018505,13.2501335,0
CZ-01-1282-H1,-10.602007,13.249963,0
DE-02-4609-H1,-16.255535,-5.6789017,-1
RU-01-0655-H1,-10.601951,13.249828,0
RU-01-0538-H1,-10.602057,13.250098,0
NL-04-0071-H1,-10.602473,13.251028,0
NL-01-1335-H1,1.1160377,-21.31954,25
UK-01-0346-H1,-10.600945,13.247215,0
NY-01-1101-H1,-10.601865,13.250182,0
UK-03-0090-H1,-10.602697,13.251049,0
DE-02-4542-H1,-10.601909,13.250309,0
NY-01-0785-H1,-5.630493,-14.174497,16
AT-01-0162-H1,-10.602536,13.251202,0
DE-02-0496-H1,8.196121,-17.334478,26
DE-03-4165-H1,-10.601892,13.250269,0
DE-03-3175-H1,1.611434,-20.033997,-1
GR-03-0316-H1,1.5373354,2.75995,12
ES-01-0614-H1,-10.601846,13.2501545,0
NL-04-0051-H1,-5.7801385,-19.000711,21
RU-01-0629-H1,6.5089207,-8.1254015,23
GR-01-0874-H1,-10.602554,13.251236,0
AT-01-0205-H1,-19.315998,-12.035423,4
DE-02-0263-H1,-16.049486,-8.688014,5
DE-02-1943-H1,-14.834543,-7.9086146,5
FR-01-0106-H1,-10.601834,13.250122,0
DK-01-0460-H1,-10.601801,13.250009,0
AT-01-0085-H1,-1.7653399,1.9415551,13
DE-02-5119-H1,-10.601733,13.249825,0
GR-01-0343-H1,-10.601778,13.249963,0
US-01-1006-H1,-10.600945,13.247215,0
DE-03-4355-H1,2.534445,-24.243483,24
FR-01-0035-H1,3.082307,-16.323824,18
UK-03-0537-H1,8.894044,-18.331526,-1
DE-02-4600-H1,1.2192293,-10.903956,23
UK-02-0119-H1,-10.60096,13.247274,0
DE-02-3843-H1,-10.600883,13.247136,0
ES-01-0386-H1,-10.600883,13.247136,0
DE-02-4709-H1,-1.0160034,-11.344184,-1
CZ-01-0684-H1,-10.601746,13.2492,0
UK-02-0165-H1,-10.6016035,13.249396,0
SE-01-0633-H1,12.421745,-14.199129,28
DE-02-4845-H1,-14.834543,-7.9086146,5
DE-02-2607-H1,-14.834543,-7.9086146,5
GR-01-0197-H1,-4.1243076,-9.121087,-1
SE-01-0955-H1,-10.60187,13.250161,0
NL-01-0735-H1,-1.6673008,-18.16228,19
NL-01-0435-H2,-10.601902,13.2502365,0
DE-02-0227-H1,-16.049486,-8.688014,5
DE-02-3382-H1,10.660007,-10.240199,-1
DE-03-4430-H1,1.16516,-21.292038,25
GR-01-0516-H1,-19.315998,-12.035423,4
IT-01-0072-H1,-10.601924,13.250306,0
CZ-01-1322-H1,1.9123594,-10.488827,23
DE-02-1392-H1,-10.602554,13.251211,0
DE-03-3117-H1,11.578882,-1.9959267,-1
DE-02-3987-H1,1.2038254,4.541054,-1
DE-02-4886-H1,-14.834543,-7.9086146,5
GR-03-0245-H1,-10.601969,13.25023,0
DE-03-2138-H1,2.1749868,-22.664665,-1
CZ-01-0640-H1,-10.601997,13.250316,0
GR-01-0232-H1,9.4919615,-15.02818,27
DE-03-4174-H1,-4.993152,-19.630653,21
SE-01-0659-H1,4.9812107,3.8171296,12
IT-06-0111-H1,-6.2487206,-10.090207,-1
DE-03-2161-H1,-10.601988,13.250294,0
HU-01-0220-H1,1.9820706,-13.9641075,18
DE-02-0872-H1,3.0730517,-7.6106434,-1
UK-03-0030-H1,8.118642,-13.342982,-1
DE-03-0995-H1,-2.7102613,-20.740335,22
UK-03-0172-H1,1.1160377,-21.31954,25
GR-01-0316-H1,-10.602029,13.250386,0
GR-01-0757-H1,4.6185517,2.7818723,12
DK-01-0029-H1,14.416589,-2.9810207,-1
FR-01-0637-H1,-10.602006,13.25033,0
DK-01-0636-H1,-8.874486,2.1389248,-1
GR-01-0966-H1,-10.6026,13.251317,0
AT-01-0176-H1,-1.2180686,4.66831,-1
NY-01-0210-H1,-10.602615,13.251274,0
RU-01-0121-H1,-10.602799,13.251174,0
DE-03-3743-H1,4.680817,2.3801396,12
DE-02-2378-H1,6.50892,-8.125397,23
IT-07-0279-H1,-10.602839,13.251291,0
IT-02-0625-H1,-10.602658,13.251398,0
FR-01-1200-H1,-10.602744,13.251132,0
SE-01-0396-H1,12.665245,-13.8763485,28
US-01-0720-H1,4.114484,4.857236,12
DE-03-1212-H1,6.9781756,-17.572062,-1
RU-01-0675-H1,5.174655,3.8443995,12
NL-01-0970-H1,-11.480675,13.123289,0
DE-02-4706-H1,-11.480628,13.123067,0
DE-03-4238-H1,-11.481242,13.122074,0
NY-01-0183-H1,-11.480342,13.119704,0
NL-01-1171-H1,4.525346,-9.422814,23
CZ-01-1756-H1,-11.4803705,13.119834,0
FR-01-0173-H1,-11.480488,13.120236,0
DE-02-2041-H1,12.422435,-14.19913,28
DE-03-2679-H1,-11.480478,13.120203,0
GR-02-0108-H1,-11.48065,13.120675,0
IT-06-0283-H1,0.3954971,-13.892677,18
DK-01-0822-H1,-11.4807205,13.123412,0
UK-03-0084-H1,-11.480777,13.123497,0
DE-02-2912-H1,-11.480686,13.123259,0
FR-01-1125-H1,4.6937795,-18.244629,-1
CZ-01-0556-H1,9.492546,-15.028461,27
SE-01-0190-H1,-16.493752,-5.964926,-1
DE-02-4821-H1,-11.480732,13.123437,0
DE-03-0380-H1,-1.0112389,-17.882036,19
RU-01-0147-H1,-0.35071474,0.89729875,12
ES-01-0504-H1,-11.480769,13.123569,0
NL-01-0742-H1,8.476983,-12.6689415,-1
GR-02-0184-H1,-19.772263,-11.972461,4
NL-01-0170-H1,-3.32137,-20.463491,22
DE-02-4273-H1,-11.480997,13.123002,0
RU-01-0421-H1,-0.7215941,-9.377324,-1
DE-02-4772-H2,-11.480922,13.122643,0
DE-03-1654-H1,-11.480759,13.12204,0
DE-03-2890-H1,-10.1127405,-16.989815,-1
NL-01-0443-H1,-16.055235,-8.686725,5
DE-02-0894-H1,-11.480806,13.122117,0
SR-01-0162-H1,-19.9204,-13.4627695,4
IT-02-0129-H1,-11.480553,13.121224,0
DE-03-3854-H1,4.761502,-19.156569,-1
UK-01-0710-H1,-18.702753,-12.224787,4
NL-04-0118-H1,-11.4807415,13.121968,0
UK-03-0460-H1,-9.443539,-10.686333,-1
DE-03-2835-H1,-1.2803255,-5.6132836,15
DK-01-0501-H1,-11.481007,13.123026,0
IT-02-0071-H1,-5.948999,4.639309,-1
IT-02-0733-H1,-11.480905,13.122664,0
DE-03-2197-H1,-1.2803255,-5.6132836,15
GR-01-0164-H1,-11.481017,13.123005,0
DE-02-1071-H1,-16.055235,-8.686725,5
UK-01-0181-H1,4.4624367,4.216331,12
FR-01-1319-H1,-19.773294,-11.972012,4
SE-01-0518-H1,-11.4807,13.123253,0
IT-05-0068-H1,-11.481017,13.12302,0
RU-01-0678-H1,-1.3064294,-16.554008,19
GR-02-0051-H1,-11.480676,13.123058,0
US-01-1062-H1,9.736155,-7.052889,-1
DE-02-0850-H1,-11.481015,13.123015,0
US-01-0213-H1,-11.480659,13.123038,0
GR-02-0356-H1,-11.48078,13.123633,0
UK-03-0432-H1,-1.2376544,4.6942053,-1
DE-01-0085-H1,-5.6306486,-14.1736145,16
DE-03-1649-H1,9.40107,-15.412611,27
DE-02-2749-H1,-11.48069,13.123322,0
NY-01-1091-H1,14.415843,-2.9810486,-1
SE-01-0566-H1,-4.119414,-9.121518,-1
GR-01-0637-H1,-1.2803313,-5.6132793,15
IT-06-0297-H1,4.5259976,-11.248485,-1
IT-05-0265-H1,-11.480713,13.1234,0
DE-02-1175-H1,6.3430543,-8.746081,23
DK-01-0860-H1,-11.480725,13.123317,0
GR-01-0538-H1,-19.772678,-11.972285,4
DE-03-4772-H1,-11.480702,13.123369,0
IT-07-0126-H1,-11.480611,13.123049,0
NY-01-0729-H1,3.2238734,-11.532398,-1
DE-03-2833-H1,-11.480671,13.123245,0
DE-03-1835-H1,-11.48081,13.123663,0
IT-02-0263-H1,-11.480801,13.123761,0
DE-02-3353-H1,-5.6306486,-14.1736145,16
GR-03-0335-H1,-6.065497,-17.805645,21
US-01-0264-H1,6.165671,-20.200386,26
UK-01-0021-H1,-11.480855,13.123959,0
SE-01-0652-H2,-11.480865,13.123999,0
IT-07-0145-H1,-11.480759,13.12357,0
IT-02-0558-H1,-19.773294,-11.972012,4
DK-01-0447-H1,3.899872,-10.158023,23
DE-02-4395-H1,2.7505884,-10.157411,23
DE-02-0234-H1,3.5197012,-7.501892,-1
DE-03-0581-H1,3.259911,2.8264122,12
DE-03-1868-H1,-10.1127405,-16.989815,-1
HU-01-0163-H1,-11.480874,13.123902,0
FR-01-0767-H1,-11.480864,13.123892,0
SE-01-0225-H1,-11.480807,13.123669,0
DK-01-0550-H1,-11.480723,13.123476,0
DE-03-3748-H1,-6.0159173,-18.349468,21
NL-01-0175-H1,4.3444915,-23.672884,-1
IT-07-0330-H1,4.4251018,2.60757,12
CZ-01-0192-H1,-11.480904,13.124137,0
NL-01-1164-H1,4.138334,2.89321,12
IT-01-0089-H1,5.3023663,-15.622127,-1
NL-01-1180-H1,-11.48075,13.123595,0
SE-01-0680-H1,9.003703,-12.75548,-1
UK-01-0687-H1,-11.480752,13.12347,0
IT-07-0039-H1,-11.480704,13.123249,0
DE-03-1631-H1,3.6201148,-23.600458,24
RU-01-0699-H1,-7.025225,-6.930151,-1
NY-01-1116-H1,-19.774033,-11.971648,4
DE-02-3738-H1,-11.480667,13.1233425,0
IT-02-0484-H1,-5.6306486,-14.1736145,16
DK-01-0703-H1,-2.7602484,-20.673096,22
DK-01-0274-H2,-11.480851,13.121456,0
NY-01-1184-H1,-11.480685,13.123244,0
FR-01-0576-H1,-11.480674,13.1231985,0
DE-03-2389-H1,-11.480636,13.123176,0
FR-01-0654-H1,-5.308487,-14.544634,16
DE-03-2754-H1,-19.9204,-13.4627695,4
HU-01-0242-H1,-11.480689,13.123365,0
DE-03-2038-H1,-11.480545,13.122717,0
ES-01-0352-H1,-11.480501,13.122744,0
CZ-01-0115-H1,-19.772678,-11.972285,4
GR-03-0043-H1,0.488971,-25.205791,-1
NY-01-1171-H1,-0.71942717,-18.24954,19
DE-02-5054-H1,-16.493752,-5.964926,-1
US-01-0897-H1,-11.480785,13.123747,0
SE-01-0040-H1,-11.480774,13.123705,0
NL-04-0026-H1,-11.480809,13.123817,0
DE-02-0807-H1,6.9153967,-16.222176,26
IT-01-0017-H1,-11.480854,13.12386,0
NY-01-0841-H1,10.226674,-0.11770844,-1
NL-01-1258-H1,-11.4807415,13.123578,0
FR-01-0073-H1,-11.480807,13.123641,0
GR-01-0670-H1,-19.772678,-11.972285,4
NY-01-0963-H1,-11.480813,13.123683,0
DK-01-0090-H1,-11.48095,13.1220255,0
DE-02-4125-H1,-11.480929,13.12195,0
CZ-01-1120-H1,-11.480817,13.121412,0
US-01-0915-H1,3.3012886,-10.751291,23
NL-01-1059-H1,-11.48098,13.122108,0
DE-03-4475-H1,13.150018,-14.49773,28
DE-03-0629-H1,-11.480976,13.122017,0
DE-03-0676-H1,14.228928,-10.371928,20
DE-02-2126-H1,-11.480881,13.121682,0
ES-01-0608-H1,-5.6306486,-14.1736145,16
DE-02-2931-H1,-11.480692,13.120916,0
SE-01-1280-H1,5.3407483,3.5259404,12
UK-01-0422-H1,2.8044837,-8.150915,-1
DE-03-4169-H1,-5.4796677,-18.561602,21
SE-01-0338-H1,3.5421684,-7.421338,-1
RU-01-0377-H1,-11.480764,13.121325,0
UK-02-0088-H1,6.632327,-19.438206,26
DE-02-2631-H1,-11.4808855,13.121773,0
DE-03-3163-H1,-5.308487,-14.544634,16
US-01-0494-H1,-11.480745,13.121091,0
US-01-0248-H1,-11.481104,13.121588,0
DK-01-1409-H1,-11.481106,13.121517,0
IT-02-0450-H1,7.0197067,-11.048469,-1
CZ-01-1701-H1,-19.772678,-11.972285,4
CZ-01-0533-H1,-11.480656,13.120735,0
DE-01-0246-H1,-11.481043,13.121426,0
NY-01-1207-H1,1.5776076,2.882632,12
IT-06-0023-H1,-18.188494,-8.990592,5
NY-01-0223-H1,6.86872,-17.184338,26
DE-03-3711-H1,2.5344255,-24.24371,24
DE-03-1702-H1,-5.8781786,-19.501757,21
NL-01-0720-H1,-11.480949,13.120944,0
GR-03-0354-H1,4.2123504,2.313812,12
IT-07-0241-H1,-19.774033,-11.971648,4
CZ-01-1859-H2,2.0365894,-4.4539666,17
IT-05-0334-H1,-3.1235046,1.7844721,13
UK-03-0462-H1,-3.240759,-20.54145,22
SE-01-1122-H1,-11.48107,13.121408,0
GR-01-0131-H1,-1.6836674,-2.0010605,14
DE-03-3530-H1,-1.2376544,4.6942053,-1
ES-01-0524-H1,-11.480676,13.120947,0
DK-01-0767-H1,-11.480929,13.122805,0
DE-02-1130-H1,6.62882,-19.377674,26
RU-01-0282-H1,4.718768,-9.679359,23
CZ-01-0107-H1,-19.774033,-11.971648,4
GR-03-0259-H1,-11.480773,13.122259,0
DK-01-1377-H1,2.883437,7.6843257,-1
DE-02-4335-H1,-6.5311275,-13.184341,16
AT-01-0007-H1,-19.772678,-11.972285,4
IT-01-0110-H1,-19.772678,-11.972285,4
IT-06-0084-H1,2.2308266,-10.49043,23
DE-03-3570-H1,-11.480868,13.122573,0
DE-02-3770-H1,-11.4805975,13.121555,0
DE-02-3184-H1,-11.481077,13.121614,0
ES-01-0149-H1,7.6979146,-7.4875274,23
DE-03-3468-H2,-0.6987115,-17.926937,19
CZ-01-1808-H1,13.550375,-13.995212,28
FR-01-1156-H1,-0.69871014,-17.927034,19
GR-02-0088-H1,0.65354484,-11.036668,23
RU-01-0001-H1,-11.480436,13.120129,0
DE-02-0825-H1,-11.480356,13.119863,0
ES-01-0687-H1,4.343946,-24.265013,-1
IT-05-0115-H1,2.2162397,-14.00676,18
DE-01-0290-H1,-11.480525,13.1202965,0
SE-01-0598-H1,-2.5720096,-5.01563,15
FR-01-0179-H1,-11.480605,13.12289,0
NY-01-0771-H1,2.0625877,-9.154829,23
DE-02-4232-H1,-11.480695,13.123228,0
DE-03-4613-H1,-11.480642,13.123041,0
FR-01-0747-H1,9.540152,-0.78307915,-1
CZ-01-0132-H1,-11.480658,13.123206,0
GR-01-0187-H1,4.6943393,-18.889423,-1
DE-02-5030-H1,-11.480651,13.123181,0
NY-01-0973-H1,13.150011,-14.497734,28
NY-01-0719-H1,-11.480773,13.123689,0
SE-01-0712-H1,-11.480908,13.124136,0
