IDs,tsne dim 1,tsne dim 2,Cluster
NY-01-0088-H1,-3.580799,9.38667,9
DE-02-0688-H2,2.7875657,7.0827146,-1
NL-01-0511-H1,3.4316952,-23.720238,24
DE-02-3585-H1,-3.5757735,9.391814,9
ES-01-0087-H1,-19.390085,-13.572508,4
AT-01-0101-H1,9.489725,-15.024763,27
CZ-01-0249-H1,-3.5755131,9.392228,9
DE-02-0443-H1,-3.5772188,9.390145,9
NY-01-0422-H1,0.39628345,-13.893169,18
US-01-1342-H1,-3.5858676,9.381867,9
FR-01-1202-H1,2.1971135,-16.063288,18
DE-02-5075-H1,-3.5772312,9.390116,9
FR-01-0856-H1,-18.76247,-12.192817,4
NL-01-1122-H1,-3.578036,9.38914,9
SE-01-0497-H1,1.4423916,6.412975,-1
DE-02-0198-H1,-3.577813,9.389321,9
SE-01-0252-H1,-3.5835772,9.384177,9
MK-01-0044-H1,-3.5816507,9.3863945,9
US-01-0314-H1,6.860362,-0.2403068,-1
DE-02-2679-H1,-0.6378011,1.8225886,12
DK-01-0755-H1,-3.584008,9.384664,9
FR-01-1047-H1,-3.5755322,9.392172,9
DE-02-1685-H1,-3.0454323,9.777239,9
US-01-1232-H1,-17.62364,-8.696242,5
CZ-01-0698-H1,4.5285997,-11.241823,-1
NL-01-0762-H1,-3.0460722,9.776692,9
DE-03-1234-H1,-3.0413468,9.781907,9
GR-03-0075-H1,2.0039608,-24.512882,24
FR-01-0397-H1,-3.583045,9.384559,9
CZ-01-1290-H1,-18.76247,-12.192817,4
DE-03-1795-H1,3.1239343,-16.498411,18
DE-02-2106-H1,1.3472326,-0.3857587,-1
GR-02-0187-H1,14.416169,-2.9818728,-1
DE-02-3321-H1,-3.0456665,9.77731,9
DE-02-4276-H1,-3.0398748,9.781683,9
DE-02-3222-H1,-3.57935,9.387757,9
US-01-0117-H1,-19.644194,-7.8609333,5
DE-02-3850-H1,-3.5860453,9.381793,9
DK-01-0818-H1,-3.0399692,9.78225,9
CZ-01-0622-H1,-3.0408597,9.781927,9
DE-02-4808-H1,-3.0401225,9.7826605,9
DE-03-3560-H1,0.45086756,-14.391332,18
DE-03-2501-H1,-19.390085,-13.572508,4
DE-03-3388-H1,-3.5754955,9.392148,9
FR-01-0471-H1,-3.5797653,9.387858,9
DE-03-0516-H1,-17.62364,-8.696242,5
CZ-01-0634-H3,9.404949,-15.405807,27
GR-01-0186-H1,-19.686636,-8.698976,5
NL-01-1264-H1,-5.1505413,4.155843,-1
DE-01-0024-H1,2.5806832,-17.957018,-1
CZ-01-1007-H1,2.0379586,-4.4553113,17
IT-08-0170-H1,-3.581134,9.386656,9
DE-02-2940-H1,6.860362,-0.2403068,-1
FR-01-0994-H1,-3.581509,9.386446,9
UK-03-0111-H1,-4.694464,-17.51674,-1
US-01-1363-H1,-18.929087,-8.6667385,5
DK-01-1161-H1,-3.5838053,9.384977,9
DE-03-3767-H1,0.77948153,-9.774038,23
DE-02-2307-H1,-15.608424,-8.732031,5
SE-01-1053-H1,1.1054788,-11.211397,23
DE-01-0182-H1,1.0408202,-21.391958,25
CZ-01-0325-H1,2.2924695,-8.797079,-1
FR-01-0416-H1,13.345636,-10.161286,20
UK-01-0544-H1,-3.5839922,9.3848,9
NY-01-0162-H1,-3.5839171,9.384912,9
NL-01-0726-H1,4.8902745,-18.298454,-1
DK-01-0209-H1,-3.5837996,9.384965,9
DE-02-0877-H1,3.6784735,-9.315411,23
NY-01-0191-H1,8.747575,-15.324556,27
DE-03-0466-H1,-3.5755773,9.392087,9
DE-03-4561-H1,3.884862,-23.386372,24
DE-02-0070-H1,-3.5810757,9.386803,9
FR-01-0085-H1,0.41815946,0.99941516,-1
DE-02-1032-H1,-5.307282,-14.552158,16
DE-02-1164-H1,-3.5757673,9.391808,9
DE-03-0439-H1,-3.5746005,9.392907,9
DE-02-4705-H1,10.796368,-10.209812,-1
NY-01-0606-H1,7.0599923,-19.802326,26
SE-01-0949-H1,-3.5814652,9.38642,9
HU-01-0134-H1,-3.5817256,9.386215,9
GR-01-0952-H1,4.015144,-19.930231,-1
NY-01-0586-H1,-3.5798025,9.387896,9
GR-02-0771-H1,2.0727122,2.667511,12
FR-01-0673-H1,-3.5812533,9.38645,9
DE-02-0992-H2,-3.5757847,9.391777,9
DE-02-3533-H1,12.788446,-13.378814,28
ES-01-0140-H1,-3.575812,9.391743,9
NY-01-1362-H2,-1.8678981,-18.161879,19
IT-08-0144-H1,2.761971,-5.865299,17
NY-01-0568-H1,-0.6098989,-11.133606,-1
DE-02-0392-H1,2.0134735,2.8568406,12
DK-01-1531-H1,-3.5816998,9.38629,9
CZ-01-1363-H1,-1.2202438,4.6679564,-1
GR-01-0978-H1,-4.1279087,-9.077933,-1
GR-02-0558-H1,-3.1273558,1.7816559,13
IT-02-0622-H1,-19.390085,-13.572508,4
IT-06-0171-H1,-3.5816417,9.386252,9
DE-02-0532-H1,-3.582105,9.386322,9
DE-02-4397-H1,-3.5809891,9.386518,9
NL-01-1078-H1,-16.49394,-5.9671226,-1
DE-03-4175-H1,3.162704,-21.218708,-1
DE-02-0902-H1,9.251721,-3.850217,-1
IT-01-0163-H1,-18.76247,-12.192817,4
DE-03-1242-H1,2.0134735,2.8568406,12
GR-02-0220-H2,-3.58216,9.386223,9
DE-02-4387-H1,-3.582181,9.3862095,9
SE-01-0209-H1,-4.1240053,-9.1226225,-1
GR-02-0383-H1,-3.5822144,9.386167,9
IT-02-0094-H1,-3.5817862,9.386465,9
CZ-01-0769-H1,2.0379586,-4.4553113,17
DE-03-0962-H1,-3.5816455,9.386646,9
DE-03-3248-H1,-3.581872,9.386412,9
DE-02-5032-H1,6.627688,-19.381655,26
RU-01-0509-H1,-3.581286,9.386882,9
SE-01-0826-H1,-3.5814033,9.38679,9
IT-02-0265-H1,0.23184356,-11.56732,23
FR-01-0779-H1,-3.5815933,9.386611,9
HU-01-0164-H1,2.679318,-23.936419,24
DE-02-3989-H1,-3.580883,9.387074,9
SE-01-1261-H1,-3.5812216,9.38675,9
IT-05-0390-H1,-3.580898,9.387065,9
IT-02-0762-H1,-0.47345015,2.3051944,-1
NL-01-0991-H1,-3.5810313,9.386923,9
GR-03-0424-H1,-6.2473955,-10.092776,-1
IT-01-0339-H1,-3.5810113,9.386923,9
CZ-01-0938-H1,9.48337,-15.035079,27
DE-02-4745-H1,-3.5811088,9.386866,9
DE-01-0031-H1,-3.5811164,9.386927,9
RU-01-0257-H1,-3.5811224,9.386919,9
IT-06-0094-H1,-2.618783,-4.8943653,15
ES-01-0530-H1,-17.662893,-13.758656,-1
DE-02-1528-H1,12.661037,-13.880074,28
IT-05-0331-H1,-3.583953,9.385021,9
IT-02-0521-H1,-20.36266,-9.088613,-1
IT-02-0604-H1,12.418371,-14.201411,28
DE-03-0131-H1,5.303503,-15.620601,-1
GR-03-0368-H1,-3.5839891,9.384968,9
NY-01-0413-H1,-18.76247,-12.192817,4
GR-02-0617-H1,-5.6279926,-14.181476,16
GR-03-0185-H1,-7.6082296,-5.9438415,-1
DE-03-3835-H1,10.29571,-13.578976,-1
DE-02-4836-H1,-3.5840313,9.384749,9
DE-03-0892-H1,-3.5840042,9.384804,9
IT-02-0720-H1,-3.5839179,9.384986,9
SE-01-0052-H1,14.890748,-12.870727,-1
FR-01-0184-H1,0.41815946,0.99941516,-1
CZ-01-0402-H1,-18.76247,-12.192817,4
IT-08-0141-H1,-3.5838492,9.385045,9
UK-03-0371-H1,-3.5838401,9.384958,9
UK-01-0556-H1,5.031512,-9.053619,23
ES-01-0064-H1,1.5541373,-24.791634,-1
DE-02-4685-H1,-14.823784,-7.920653,5
GR-01-0746-H1,-3.5839226,9.384842,9
CZ-01-1563-H1,13.973994,-10.669587,20
CZ-01-1581-H1,-18.76247,-12.192817,4
US-01-1256-H1,5.9270015,-5.9194365,-1
CZ-01-0208-H1,4.4841514,3.5634298,12
DE-02-1482-H1,5.303503,-15.620601,-1
IT-05-0285-H1,-3.5839758,9.3847475,9
IT-05-0460-H1,-3.581651,9.386341,9
GR-01-0032-H1,0.7867206,-9.754319,23
UK-01-0540-H1,-3.5837784,9.384972,9
DE-02-2575-H1,4.527442,-9.426083,23
DE-03-2357-H1,-5.6279926,-14.181476,16
DE-03-4566-H1,-3.5839198,9.384893,9
DE-03-3166-H1,-3.580881,9.386709,9
DE-01-0111-H1,2.4843004,-16.956856,-1
DE-02-4671-H1,-2.7858665,2.4381013,13
DE-02-0641-H1,-3.5808058,9.386689,9
IT-05-0337-H1,-3.580852,9.3867,9
IT-07-0280-H1,-3.58112,9.386466,9
IT-05-0210-H1,-3.5809824,9.386637,9
UK-03-0234-H1,1.0408175,-21.391987,25
FR-01-0727-H1,4.4024568,2.3115969,12
DE-03-0214-H1,-3.5811164,9.386486,9
SE-01-0998-H1,-3.0455687,9.777041,9
DK-01-1438-H1,-3.042273,9.779458,9
DK-01-0874-H1,-18.76247,-12.192817,4
AT-01-0182-H1,-3.0445528,9.7784,9
NL-01-0058-H1,10.209503,-13.486213,-1
NY-01-0747-H1,8.672765,-10.600501,-1
RU-01-0301-H1,-21.447529,-11.650636,-1
DK-01-0196-H1,-10.718563,-10.55847,-1
DE-03-1565-H1,6.692582,-15.293456,-1
GR-02-0003-H1,7.420013,-18.617111,26
DE-03-1746-H1,-3.0468366,9.776694,9
DE-03-0052-H1,-3.0451875,9.778032,9
DE-01-0257-H1,0.6888316,-25.01212,-1
UK-03-0210-H1,-6.6253557,-19.529484,-1
IT-06-0012-H1,2.2206252,-14.006607,18
NY-01-0270-H1,-2.8363328,9.295665,9
IT-01-0431-H1,2.6169417,-3.7039964,17
DE-03-2470-H1,-2.8364305,9.295458,9
DE-02-2099-H1,13.592149,-9.394667,20
CZ-01-1384-H1,1.7206734,-6.6500244,-1
SE-01-0997-H1,-2.8364305,9.295458,9
UK-03-0284-H1,-2.8370857,9.294897,9
DE-02-1975-H1,-1.1900446,-17.151783,19
GR-02-0270-H1,6.173205,3.3145998,-1
DE-01-0492-H1,-17.0993,-9.928137,-1
ES-01-0267-H1,7.5241585,-12.641015,-1
UK-03-0082-H1,-19.83555,-11.921319,4
DE-03-2424-H1,8.155962,2.6548295,-1
SE-01-1244-H2,-2.8385708,9.294392,9
IT-07-0276-H1,-2.8444536,9.286091,9
DK-01-0487-H1,-2.8410473,9.290332,9
DE-03-0574-H1,-0.17840451,-19.635765,-1
DE-03-3740-H1,5.076818,-21.897371,-1
DE-03-1422-H1,0.77910036,-9.773541,23
SE-01-1147-H1,-2.5713468,-5.016063,15
AT-01-0219-H1,1.6255773,-11.33996,23
IT-01-0393-H1,-2.844507,9.2886915,9
NL-01-0241-H1,-2.8492684,9.283697,9
DE-03-1162-H1,4.5279217,-9.425774,23
DE-03-0449-H1,-1.259427,-2.0899787,14
DE-03-2119-H1,-2.7107434,-20.70101,22
SE-01-1095-H1,-2.851992,9.281269,9
UK-02-0096-H1,-18.514977,-7.1489143,-1
CH-01-0022-H1,-3.3081934,8.895331,9
UK-02-0149-H1,-3.2266052,8.970092,9
CZ-01-0213-H1,-19.83555,-11.921319,4
DE-02-0289-H1,-6.751997,-9.263638,-1
UK-03-0547-H1,14.416194,-2.9818847,-1
FR-01-0188-H1,-5.6282105,-14.181818,16
DE-02-1781-H1,6.627645,-19.381462,26
IT-06-0027-H1,-3.308262,8.894297,9
DK-01-0215-H1,-3.126987,1.7817948,13
DE-03-0749-H1,2.6720512,2.6566136,12
DE-02-2891-H1,-3.3083687,8.894784,9
DE-03-3534-H1,-3.308569,8.894268,9
DE-03-0844-H1,-3.2485735,8.95261,9
ES-01-0494-H1,5.6250443,-6.430188,-1
DE-02-2951-H2,6.8603587,-0.24032207,-1
IT-05-0346-H1,-3.3070276,8.899551,9
DE-03-4695-H2,-3.3058798,8.899564,9
IT-05-0255-H1,13.147827,-14.5004635,28
IT-08-0118-H1,5.6070375,-6.4357367,-1
US-01-0961-H1,-3.2216165,8.973991,9
DE-03-3336-H1,-3.3063138,8.902512,9
PL-01-0023-H1,1.5400244,4.604705,-1
NY-01-0445-H1,-3.3055928,8.90277,9
ES-01-0070-H1,-19.396723,-13.575216,4
NY-01-0267-H1,-2.8364098,9.295634,9
NL-01-0347-H1,-4.0594287,-16.920706,-1
HU-01-0041-H1,-5.498859,-18.551163,21
DE-02-4462-H1,-2.8364406,9.295595,9
SE-01-0466-H1,-2.8469489,9.280774,9
UK-01-0791-H1,-2.8443708,9.286002,9
FR-01-0704-H1,-2.8469646,9.280785,9
DE-02-0358-H1,-2.8477867,9.279419,9
DE-02-3520-H1,-2.8478045,9.279436,9
DK-01-1005-H1,-2.847801,9.279399,9
ES-01-0551-H1,-2.8442266,9.286232,9
DE-03-2828-H1,-2.8469527,9.280546,9
FR-01-1212-H1,-2.0678723,-2.0135121,-1
DE-02-2459-H1,-15.152608,-7.5088353,5
UK-02-0118-H1,-2.8410306,9.290082,9
DE-01-0137-H1,2.2484393,-10.91384,23
FR-01-1166-H1,6.978064,-17.581724,-1
DE-03-4869-H1,-2.8469527,9.280546,9
SE-01-1219-H1,-2.8469527,9.280546,9
UK-03-0454-H1,-4.7234607,-17.52295,-1
GR-02-0192-H1,-2.8470898,9.280666,9
FR-01-0064-H1,10.195282,-13.484392,-1
DE-03-1641-H1,3.4065893,-23.789911,24
CZ-01-1268-H1,-2.8464174,9.282448,9
UK-01-0218-H1,-2.8469431,9.280915,9
DE-03-4537-H1,2.449491,-14.371469,18
IT-05-0356-H1,-0.96914554,-10.820519,-1
DE-03-4012-H1,-3.30694,-20.487461,22
NY-01-0989-H1,-2.8465357,9.282574,9
NL-04-0112-H1,-2.8470325,9.280711,9
NL-01-0850-H1,-2.847016,9.280725,9
DE-02-0754-H1,-3.126987,1.7817948,13
DE-03-1330-H1,-2.8470523,9.280686,9
FR-01-0009-H1,-2.8436065,9.289087,9
DE-03-2887-H1,-4.124183,-9.122714,-1
DE-02-0468-H1,5.8902426,-16.241215,26
DE-03-2988-H1,-2.2047436,-20.791338,-1
DE-01-0378-H1,-2.8460276,9.281831,9
GR-01-0045-H1,-1.6826797,-2.0002627,14
CZ-01-0815-H1,-2.8352778,9.295757,9
DK-01-0173-H1,-2.8410983,9.288501,9
FR-01-0383-H1,1.9198892,-11.11887,23
DE-03-4779-H1,2.6793149,-23.936665,24
CZ-01-0508-H1,-2.8411496,9.288475,9
CZ-01-1008-H1,13.966325,-10.663156,20
NY-01-0814-H1,-2.845622,9.282224,9
CZ-01-1566-H1,2.0380971,-4.454939,17
NY-01-0802-H1,-19.83555,-11.921319,4
UK-01-0062-H1,4.720489,-9.682012,23
UK-01-0477-H1,0.4536781,-14.409279,18
FR-01-0364-H1,13.346337,-10.161685,20
DE-03-0126-H1,-17.624458,-8.69729,5
RU-01-0286-H1,-2.8455966,9.283233,9
DE-02-1539-H1,-15.635726,-8.751403,5
FR-01-0837-H1,-2.845891,9.281794,9
IT-01-0437-H1,2.1117146,-13.977471,18
NY-01-0017-H1,-2.8459256,9.281764,9
ES-01-0682-H1,0.22533692,-22.075485,25
IT-08-0136-H1,-2.8453288,9.283277,9
DE-03-3960-H1,-2.7745674,2.4601927,13
SE-01-0319-H1,-2.8453267,9.283234,9
US-01-1207-H1,-2.8448932,9.285036,9
GR-02-0424-H1,-2.8459778,9.2817335,9
US-01-0709-H1,-7.7090135,-8.479838,-1
IT-05-0106-H1,-3.6715045,-15.337126,-1
GR-01-0329-H1,9.484033,-15.035565,27
DE-02-3304-H1,-2.8459396,9.2817745,9
UK-02-0053-H1,-3.126987,1.7817948,13
GR-01-0531-H1,-3.0985496,-7.5555954,-1
DE-03-0194-H1,-2.8451827,9.284726,9
DE-02-3563-H1,-7.3549213,-12.123963,-1
CZ-01-1194-H1,7.4498253,-13.86742,-1
UK-01-0738-H1,6.3549647,-4.295012,-1
HU-01-0120-H1,1.960534,-21.690556,25
DK-01-1183-H1,-0.4732825,2.3052454,-1
NL-01-0766-H1,8.93457,-11.348023,-1
DE-03-1132-H1,5.8777704,2.138626,-1
DK-01-0589-H1,-2.8451831,9.28475,9
DE-01-0095-H1,8.664794,-10.977217,-1
DE-03-0685-H1,4.5287476,-11.242061,-1
NL-01-1116-H1,-15.635726,-8.751403,5
GR-01-0336-H1,0.8789414,2.1425438,12
NY-01-0321-H1,-2.8449156,9.285029,9
CZ-01-0947-H1,13.553059,-14.011833,28
US-01-0866-H1,-2.8457892,9.282068,9
PL-01-0325-H1,-2.7855651,2.4382658,13
DE-02-3905-H1,-1.2120416,-16.489283,19
DE-02-4293-H1,-9.189369,2.224204,-1
SE-01-0762-H1,-2.8461616,9.281221,9
CZ-01-0205-H1,2.3368418,-15.944559,18
FR-01-0876-H1,-7.0242305,-6.937205,-1
FR-01-0334-H1,-2.847043,9.279854,9
IT-05-0448-H1,-2.846967,9.279924,9
DE-02-2665-H1,-14.824682,-7.920115,5
GR-03-0171-H1,-5.9488683,4.6384764,-1
RU-01-0114-H1,1.818851,0.8357605,-1
GR-01-0793-H1,-2.8467329,9.280248,9
ES-01-0650-H1,-2.8451376,9.28316,9
DE-02-2621-H1,6.9781566,-17.573141,-1
DK-01-1591-H1,3.3320827,-23.62908,24
NL-01-0831-H1,-2.8454063,9.282548,9
DE-02-1110-H1,-2.8462455,9.280738,9
NY-01-0048-H1,-2.846327,9.280779,9
DE-02-4285-H1,-2.846314,9.280734,9
US-01-1322-H1,-19.83555,-11.921319,4
CZ-01-1591-H1,7.019041,-11.048649,-1
GR-01-0149-H1,4.6062813,-18.895405,-1
DE-02-4588-H1,-2.8462827,9.280744,9
IT-02-0490-H1,-4.124183,-9.122714,-1
CZ-01-0662-H1,-2.8462765,9.28076,9
GR-02-0489-H1,-19.83555,-11.921319,4
AT-01-0043-H1,-2.8463383,9.280651,9
DE-03-0739-H1,-2.846311,9.280696,9
US-01-0184-H1,8.058725,-9.38425,-1
IT-06-0044-H1,-18.930187,-8.667295,5
SR-01-0178-H1,0.39386475,-13.892071,18
NY-01-0361-H1,-2.8462646,9.280696,9
ES-01-0467-H1,-2.83633,9.295665,9
DE-02-1729-H1,-2.846291,9.280652,9
GR-01-0800-H1,-2.846282,9.280691,9
GR-03-0319-H1,-2.8462934,9.280719,9
DE-02-5027-H1,-2.8462832,9.280739,9
DE-03-0684-H1,-9.999858,-17.200396,-1
DE-03-2056-H1,-0.56788796,-10.967467,-1
DE-02-0407-H2,-2.8462942,9.280712,9
DE-03-3094-H1,1.1736482,-21.338495,25
DE-02-4318-H1,2.250656,-15.510838,18
DE-03-2923-H1,9.405297,-15.406088,27
IT-08-0087-H1,11.601142,-11.7483225,-1
CZ-01-0120-H1,1.7644942,-14.226164,18
NY-01-0023-H1,-2.8463142,9.280749,9
DE-02-1766-H1,-2.8463342,9.280719,9
GR-03-0112-H1,-2.846332,9.280659,9
DE-02-0880-H1,-14.824682,-7.920115,5
IT-07-0387-H1,-1.6826797,-2.0002627,14
DE-03-1548-H2,-2.8462806,9.28073,9
ES-01-0628-H1,0.15907772,5.547116,-1
DE-03-1651-H1,0.62164104,-22.522148,-1
ES-01-0509-H1,3.6378772,1.8601459,12
GR-03-0387-H1,-2.8440957,9.288791,9
DK-01-0990-H1,3.7158864,-9.030242,23
DE-03-1143-H1,-3.3043768,8.903994,9
PL-01-0005-H1,-3.9312372,-20.332066,22
CZ-01-1732-H1,-2.8448787,9.288312,9
NY-01-0090-H1,-2.8437777,9.289427,9
ES-01-0471-H1,-2.8438635,9.2892275,9
DE-02-1085-H1,12.661888,-13.880005,28
DE-02-0009-H1,-2.8436828,9.289346,9
PL-01-0227-H1,4.0103726,-23.201628,24
US-01-0843-H1,0.8089701,-9.809641,23
IT-02-0357-H1,-19.396723,-13.575216,4
DE-03-0120-H1,13.129042,-10.217178,20
DE-02-0310-H2,-6.751998,-9.263638,-1
CZ-01-0003-H1,-19.83555,-11.921319,4
DE-03-2457-H1,-2.8562675,9.276907,9
IT-06-0213-H2,-2.9216237,9.214294,9
IT-02-0449-H2,-6.24739,-10.09283,-1
DE-03-0207-H1,2.012617,2.8571465,12
DE-02-4408-H1,3.5039601,-15.107052,18
DE-02-1359-H1,-19.83555,-11.921319,4
NY-01-1288-H1,-2.903327,9.231128,9
DE-02-5111-H1,-2.8510976,9.280664,9
DE-03-2254-H1,-2.9597583,9.180196,9
SE-01-0441-H1,-2.8530014,9.279171,9
DE-02-3877-H1,-2.9530904,9.1861105,9
ES-01-0484-H1,-19.396723,-13.575216,4
DE-02-0156-H1,-0.6209991,-9.011816,-1
CZ-01-0970-H1,-0.4732825,2.3052454,-1
SE-01-0434-H1,6.3457413,-20.413443,26
HU-01-0028-H1,0.08328958,-21.09393,25
IT-07-0116-H1,-2.9524748,9.186784,9
DE-02-2035-H1,-2.850786,9.2811165,9
DE-03-3934-H1,-5.341893,-19.609404,21
US-01-0005-H1,-2.9463108,9.191974,9
US-01-0824-H1,9.566006,-15.930451,27
DE-02-5024-H1,-2.8556142,9.277375,9
DE-02-0604-H1,-2.9465861,9.1917715,9
NY-01-0858-H1,-3.126987,1.7817948,13
DE-03-2305-H1,-2.9462926,9.192011,9
FR-01-0465-H1,-2.964713,9.176113,9
DE-02-0927-H1,13.129049,-10.217165,20
FR-01-1282-H1,-1.6826797,-2.0002627,14
DE-03-3338-H1,-2.9647064,9.176119,9
DK-01-0003-H1,-3.3124774,8.897987,9
DE-02-2894-H1,1.9086759,-8.902716,23
IT-05-0405-H1,-5.6282105,-14.181818,16
CZ-01-0385-H1,-16.684355,-5.8333597,-1
FR-01-1151-H1,-2.9694161,9.171705,9
US-01-0065-H1,-2.9731305,9.168418,9
ES-01-0027-H1,-3.4603636,-20.654238,22
DE-02-1783-H1,2.0380971,-4.454939,17
IT-02-0392-H2,13.553059,-14.011833,28
UK-03-0207-H1,-5.7698736,-18.990597,21
ES-01-0692-H1,3.3773315,-23.88413,24
NY-01-0130-H1,-19.83555,-11.921319,4
DE-03-0286-H1,-3.305278,8.9022045,9
NL-01-0256-H1,-3.3043768,8.903994,9
PL-01-0251-H1,3.826469,-22.2745,-1
IT-02-0599-H1,-2.836323,9.295675,9
NY-01-1285-H1,2.2198849,-14.005847,18
CZ-01-0863-H1,1.7206726,-6.6500897,-1
FR-01-1000-H1,5.9647927,-20.206636,26
ES-01-0514-H1,-2.9513524,8.538349,9
HU-01-0230-H1,3.264965,-24.442177,24
GR-01-1008-H1,-2.9513428,8.536958,9
ES-01-0125-H1,5.216044,-2.4489226,-1
DE-02-3087-H1,-2.9513214,8.53712,9
DE-02-1903-H1,-16.032501,-8.70595,5
DE-02-3360-H1,6.485605,-7.6691995,23
CZ-01-1419-H1,-2.9513323,8.536899,9
MK-01-0100-H1,-2.9511933,8.537144,9
DE-02-1022-H1,6.343456,-8.75129,23
FR-01-0342-H1,-2.951233,8.537056,9
CZ-01-0972-H1,-2.9512355,8.537117,9
DE-02-5058-H1,-2.951226,8.53726,9
DE-03-1592-H1,5.324703,-12.717879,-1
CZ-01-0700-H1,5.9647927,-20.206636,26
DE-02-3098-H1,-2.9511302,8.5369,9
DE-03-0252-H1,-2.9511337,8.536875,9
DE-02-1330-H1,-14.827022,-7.915306,5
NL-01-0782-H1,5.927093,-5.9189305,-1
GR-01-0587-H1,13.966557,-10.663147,20
PL-01-0013-H1,-2.9511285,8.537001,9
CZ-01-1835-H1,-2.9511342,8.536835,9
NL-01-1142-H1,-4.410655,-10.624919,-1
IT-05-0317-H1,1.4430767,6.4130945,-1
CZ-01-0211-H1,-21.807236,-12.445463,-1
IT-07-0023-H1,-2.9510932,8.536929,9
NL-01-0321-H1,-2.9511018,8.536893,9
DE-02-3784-H1,6.631148,-19.356098,26
FR-01-0762-H1,8.287695,-13.729208,-1
FR-01-0092-H1,-2.9511096,8.536968,9
US-01-1054-H1,-2.951224,8.536951,9
CZ-01-0397-H1,-19.814407,-11.938903,4
DE-03-1715-H1,-1.2199802,4.6677904,-1
UK-01-0573-H1,-2.9509284,8.538219,9
IT-01-0152-H1,-2.9510906,8.536856,9
IT-06-0257-H1,4.7185273,3.058781,12
DE-03-4554-H1,1.1710284,-21.3375,25
UK-02-0279-H1,-2.9510949,8.536788,9
NL-01-0990-H1,-2.9510999,8.536763,9
DE-02-2754-H1,-2.9511118,8.53668,9
UK-03-0359-H1,-2.9511456,8.536585,9
DE-02-3452-H1,1.289757,6.61331,-1
UK-03-0201-H1,-2.9508665,8.538675,9
DE-02-1473-H1,5.927093,-5.9189305,-1
RU-01-0054-H1,8.890209,-15.076878,27
DE-03-1735-H1,-2.9512985,8.538185,9
US-01-0841-H1,-5.308029,-14.552699,16
DE-03-1237-H1,-5.7699356,-18.991089,21
DE-02-2883-H1,6.860335,-0.24023354,-1
DE-02-1139-H1,-2.9508572,8.538734,9
HU-01-0003-H1,-14.949151,-9.546082,5
GR-01-0894-H1,-2.9509442,8.5387535,9
DE-02-3066-H1,-15.169146,-7.495936,5
ES-01-0107-H1,-3.227314,-20.572744,22
CZ-01-1552-H1,-2.9508572,8.538692,9
UK-01-0711-H1,5.9647927,-20.206636,26
IT-06-0003-H1,-2.9508998,8.538722,9
UK-02-0175-H1,-2.951031,8.538702,9
SE-01-0492-H1,0.63303024,2.2656298,12
DE-03-3408-H1,-2.9509647,8.538663,9
DE-03-1393-H1,-2.9509573,8.538675,9
DE-03-0913-H1,-0.8728216,-17.46321,19
RU-01-0022-H1,8.989724,-15.45707,27
ES-01-0454-H1,-2.9510713,8.538521,9
CZ-01-1589-H1,-1.2397937,4.6938233,-1
NL-01-0553-H1,3.5472236,-23.493021,24
CZ-01-0386-H1,-2.9512324,8.538574,9
DE-03-3565-H1,11.332656,-4.5642915,-1
IT-06-0198-H1,-2.9512715,8.5384445,9
DE-03-2361-H1,1.9561769,2.8597376,12
IT-01-0262-H1,13.953839,-10.657911,20
IT-02-0151-H1,4.08971,-19.327974,-1
NL-01-0273-H1,-2.9511719,8.538439,9
DE-03-1827-H1,-2.2125895,-20.78433,-1
DE-02-4782-H1,13.389389,-9.39243,20
DE-02-3011-H1,-2.9511335,8.538444,9
DE-03-2172-H1,-19.404135,-13.575445,4
DE-02-2122-H1,-2.9511385,8.538507,9
DE-02-2704-H1,3.5110922,-15.124393,18
IT-05-0205-H1,-2.9509935,8.538569,9
AT-01-0159-H1,-2.950955,8.538643,9
NL-01-0592-H1,-5.632103,-16.984844,-1
GR-01-0824-H1,8.11776,-13.347279,-1
NL-01-1029-H1,3.6479714,4.887729,-1
GR-02-0406-H1,-2.9509566,8.538575,9
US-01-1356-H1,13.149053,-14.500862,28
NY-01-1092-H1,2.215873,-14.002565,18
NL-01-0943-H1,-2.9509892,8.538507,9
HU-01-0259-H1,-6.0063033,-18.335274,21
DE-03-4199-H1,9.406042,-15.406892,27
IT-02-0138-H1,1.9868954,-13.965019,18
ES-01-0627-H1,13.149049,-14.500863,28
DE-02-1187-H1,2.2004328,-4.2445087,17
CZ-01-0141-H1,-2.9509892,8.538507,9
UK-01-0639-H1,3.9422114,0.12671903,-1
DE-02-3656-H1,-2.951028,8.538433,9
GR-01-1013-H1,-2.9510832,8.538431,9
DE-03-4258-H1,-2.9510832,8.538431,9
AT-01-0008-H1,-2.9511023,8.53846,9
DE-02-1369-H1,6.9106383,-16.05742,-1
DE-03-0036-H1,-0.38283446,-11.075044,-1
IT-01-0012-H1,0.39697173,-13.895456,18
IT-01-0268-H1,-2.9510918,8.538473,9
CZ-01-0395-H1,4.5959816,3.4940321,12
SE-01-1320-H1,3.2162664,-16.986221,18
GR-03-0456-H1,6.978249,-17.572937,-1
DK-01-1551-H1,4.3259044,-5.810599,-1
IT-02-0252-H1,-4.124314,-9.122754,-1
DE-02-2011-H1,12.662496,-13.880055,28
DE-02-0309-H1,-2.9510088,8.538572,9
